LOT,WAFER,X,Y,HBIN,SBIN
SOC-A7-2025-118,S03,-9,-15,1,100
SOC-A7-2025-118,S03,-8,-15,1,100
SOC-A7-2025-118,S03,-7,-15,1,100
SOC-A7-2025-118,S03,-6,-15,1,100
SOC-A7-2025-118,S03,-5,-15,10,1002
SOC-A7-2025-118,S03,-4,-15,1,100
SOC-A7-2025-118,S03,-3,-15,2,201
SOC-A7-2025-118,S03,-2,-15,1,100
SOC-A7-2025-118,S03,-1,-15,2,201
SOC-A7-2025-118,S03,0,-15,1,100
SOC-A7-2025-118,S03,1,-15,1,100
SOC-A7-2025-118,S03,2,-15,1,100
SOC-A7-2025-118,S03,3,-15,1,100
SOC-A7-2025-118,S03,4,-15,1,100
SOC-A7-2025-118,S03,5,-15,1,100
SOC-A7-2025-118,S03,6,-15,1,100
SOC-A7-2025-118,S03,7,-15,1,100
SOC-A7-2025-118,S03,8,-15,1,100
SOC-A7-2025-118,S03,9,-15,2,200
SOC-A7-2025-118,S03,10,-15,1,100
SOC-A7-2025-118,S03,11,-15,11,1101
SOC-A7-2025-118,S03,12,-15,2,201
SOC-A7-2025-118,S03,13,-15,1,100
SOC-A7-2025-118,S03,14,-15,12,1202
SOC-A7-2025-118,S03,15,-15,1,100
SOC-A7-2025-118,S03,16,-15,1,100
SOC-A7-2025-118,S03,17,-15,3,303
SOC-A7-2025-118,S03,18,-15,1,100
SOC-A7-2025-118,S03,19,-15,3,301
SOC-A7-2025-118,S03,-19,-14,3,302
SOC-A7-2025-118,S03,-18,-14,10,1001
SOC-A7-2025-118,S03,-17,-14,1,100
SOC-A7-2025-118,S03,-16,-14,1,100
SOC-A7-2025-118,S03,-15,-14,10,1002
SOC-A7-2025-118,S03,-14,-14,10,1002
SOC-A7-2025-118,S03,-13,-14,1,100
SOC-A7-2025-118,S03,-12,-14,1,100
SOC-A7-2025-118,S03,-11,-14,1,100
SOC-A7-2025-118,S03,-10,-14,10,1001
SOC-A7-2025-118,S03,-9,-14,2,201
SOC-A7-2025-118,S03,-8,-14,1,100
SOC-A7-2025-118,S03,-7,-14,2,200
SOC-A7-2025-118,S03,-6,-14,2,200
SOC-A7-2025-118,S03,-5,-14,11,1103
SOC-A7-2025-118,S03,-4,-14,1,100
SOC-A7-2025-118,S03,-3,-14,8,801
SOC-A7-2025-118,S03,-2,-14,1,100
SOC-A7-2025-118,S03,-1,-14,1,100
SOC-A7-2025-118,S03,0,-14,1,100
SOC-A7-2025-118,S03,1,-14,1,100
SOC-A7-2025-118,S03,2,-14,1,100
SOC-A7-2025-118,S03,3,-14,2,200
SOC-A7-2025-118,S03,4,-14,1,100
SOC-A7-2025-118,S03,5,-14,1,100
SOC-A7-2025-118,S03,6,-14,1,100
SOC-A7-2025-118,S03,7,-14,1,100
SOC-A7-2025-118,S03,8,-14,1,100
SOC-A7-2025-118,S03,9,-14,1,100
SOC-A7-2025-118,S03,10,-14,1,100
SOC-A7-2025-118,S03,11,-14,1,100
SOC-A7-2025-118,S03,12,-14,1,100
SOC-A7-2025-118,S03,13,-14,1,100
SOC-A7-2025-118,S03,14,-14,1,100
SOC-A7-2025-118,S03,15,-14,1,100
SOC-A7-2025-118,S03,16,-14,1,100
SOC-A7-2025-118,S03,17,-14,1,100
SOC-A7-2025-118,S03,18,-14,3,302
SOC-A7-2025-118,S03,19,-14,1,100
SOC-A7-2025-118,S03,-20,-13,1,100
SOC-A7-2025-118,S03,-19,-13,3,303
SOC-A7-2025-118,S03,-18,-13,10,1001
SOC-A7-2025-118,S03,-17,-13,10,1002
SOC-A7-2025-118,S03,-16,-13,1,100
SOC-A7-2025-118,S03,-15,-13,1,100
SOC-A7-2025-118,S03,-14,-13,2,201
SOC-A7-2025-118,S03,-13,-13,10,1002
SOC-A7-2025-118,S03,-12,-13,10,1002
SOC-A7-2025-118,S03,-11,-13,1,100
SOC-A7-2025-118,S03,-10,-13,1,100
SOC-A7-2025-118,S03,-9,-13,10,1002
SOC-A7-2025-118,S03,-8,-13,10,1002
SOC-A7-2025-118,S03,-7,-13,1,100
SOC-A7-2025-118,S03,-6,-13,10,1002
SOC-A7-2025-118,S03,-5,-13,1,100
SOC-A7-2025-118,S03,-4,-13,10,1002
SOC-A7-2025-118,S03,-3,-13,1,100
SOC-A7-2025-118,S03,-2,-13,2,200
SOC-A7-2025-118,S03,-1,-13,1,100
SOC-A7-2025-118,S03,0,-13,1,100
SOC-A7-2025-118,S03,1,-13,1,100
SOC-A7-2025-118,S03,2,-13,1,100
SOC-A7-2025-118,S03,3,-13,1,100
SOC-A7-2025-118,S03,4,-13,2,200
SOC-A7-2025-118,S03,5,-13,2,201
SOC-A7-2025-118,S03,6,-13,2,201
SOC-A7-2025-118,S03,7,-13,1,100
SOC-A7-2025-118,S03,8,-13,1,100
SOC-A7-2025-118,S03,9,-13,1,100
SOC-A7-2025-118,S03,10,-13,2,201
SOC-A7-2025-118,S03,11,-13,1,100
SOC-A7-2025-118,S03,12,-13,1,100
SOC-A7-2025-118,S03,13,-13,1,100
SOC-A7-2025-118,S03,14,-13,2,201
SOC-A7-2025-118,S03,15,-13,1,100
SOC-A7-2025-118,S03,16,-13,1,100
SOC-A7-2025-118,S03,17,-13,1,100
SOC-A7-2025-118,S03,18,-13,1,100
SOC-A7-2025-118,S03,19,-13,3,302
SOC-A7-2025-118,S03,20,-13,1,100
SOC-A7-2025-118,S03,-21,-12,10,1001
SOC-A7-2025-118,S03,-20,-12,12,1201
SOC-A7-2025-118,S03,-19,-12,10,1001
SOC-A7-2025-118,S03,-18,-12,1,100
SOC-A7-2025-118,S03,-17,-12,2,200
SOC-A7-2025-118,S03,-16,-12,1,100
SOC-A7-2025-118,S03,-15,-12,1,100
SOC-A7-2025-118,S03,-14,-12,1,100
SOC-A7-2025-118,S03,-13,-12,1,100
SOC-A7-2025-118,S03,-12,-12,1,100
SOC-A7-2025-118,S03,-11,-12,1,100
SOC-A7-2025-118,S03,-10,-12,2,200
SOC-A7-2025-118,S03,-9,-12,1,100
SOC-A7-2025-118,S03,-8,-12,1,100
SOC-A7-2025-118,S03,-7,-12,10,1002
SOC-A7-2025-118,S03,-6,-12,2,200
SOC-A7-2025-118,S03,-5,-12,2,200
SOC-A7-2025-118,S03,-4,-12,1,100
SOC-A7-2025-118,S03,-3,-12,2,201
SOC-A7-2025-118,S03,-2,-12,2,200
SOC-A7-2025-118,S03,-1,-12,1,100
SOC-A7-2025-118,S03,0,-12,6,601
SOC-A7-2025-118,S03,1,-12,2,201
SOC-A7-2025-118,S03,2,-12,2,200
SOC-A7-2025-118,S03,3,-12,1,100
SOC-A7-2025-118,S03,4,-12,2,200
SOC-A7-2025-118,S03,5,-12,1,100
SOC-A7-2025-118,S03,6,-12,2,201
SOC-A7-2025-118,S03,7,-12,1,100
SOC-A7-2025-118,S03,8,-12,1,100
SOC-A7-2025-118,S03,9,-12,1,100
SOC-A7-2025-118,S03,10,-12,1,100
SOC-A7-2025-118,S03,11,-12,1,100
SOC-A7-2025-118,S03,12,-12,1,100
SOC-A7-2025-118,S03,13,-12,1,100
SOC-A7-2025-118,S03,14,-12,1,100
SOC-A7-2025-118,S03,15,-12,1,100
SOC-A7-2025-118,S03,16,-12,1,100
SOC-A7-2025-118,S03,17,-12,1,100
SOC-A7-2025-118,S03,18,-12,1,100
SOC-A7-2025-118,S03,19,-12,1,100
SOC-A7-2025-118,S03,20,-12,3,303
SOC-A7-2025-118,S03,21,-12,3,301
SOC-A7-2025-118,S03,-21,-11,2,200
SOC-A7-2025-118,S03,-20,-11,2,200
SOC-A7-2025-118,S03,-19,-11,1,100
SOC-A7-2025-118,S03,-18,-11,2,201
SOC-A7-2025-118,S03,-17,-11,10,1001
SOC-A7-2025-118,S03,-16,-11,1,100
SOC-A7-2025-118,S03,-15,-11,1,100
SOC-A7-2025-118,S03,-14,-11,1,100
SOC-A7-2025-118,S03,-13,-11,10,1001
SOC-A7-2025-118,S03,-12,-11,1,100
SOC-A7-2025-118,S03,-11,-11,1,100
SOC-A7-2025-118,S03,-10,-11,10,1001
SOC-A7-2025-118,S03,-9,-11,2,201
SOC-A7-2025-118,S03,-8,-11,1,100
SOC-A7-2025-118,S03,-7,-11,2,200
SOC-A7-2025-118,S03,-6,-11,1,100
SOC-A7-2025-118,S03,-5,-11,2,200
SOC-A7-2025-118,S03,-4,-11,6,602
SOC-A7-2025-118,S03,-3,-11,6,602
SOC-A7-2025-118,S03,-2,-11,1,100
SOC-A7-2025-118,S03,-1,-11,1,100
SOC-A7-2025-118,S03,0,-11,1,100
SOC-A7-2025-118,S03,1,-11,1,100
SOC-A7-2025-118,S03,2,-11,2,200
SOC-A7-2025-118,S03,3,-11,1,100
SOC-A7-2025-118,S03,4,-11,1,100
SOC-A7-2025-118,S03,5,-11,8,802
SOC-A7-2025-118,S03,6,-11,1,100
SOC-A7-2025-118,S03,7,-11,1,100
SOC-A7-2025-118,S03,8,-11,1,100
SOC-A7-2025-118,S03,9,-11,1,100
SOC-A7-2025-118,S03,10,-11,1,100
SOC-A7-2025-118,S03,11,-11,1,100
SOC-A7-2025-118,S03,12,-11,1,100
SOC-A7-2025-118,S03,13,-11,2,200
SOC-A7-2025-118,S03,14,-11,1,100
SOC-A7-2025-118,S03,15,-11,1,100
SOC-A7-2025-118,S03,16,-11,1,100
SOC-A7-2025-118,S03,17,-11,1,100
SOC-A7-2025-118,S03,18,-11,1,100
SOC-A7-2025-118,S03,19,-11,1,100
SOC-A7-2025-118,S03,20,-11,1,100
SOC-A7-2025-118,S03,21,-11,1,100
SOC-A7-2025-118,S03,-22,-10,2,201
SOC-A7-2025-118,S03,-21,-10,1,100
SOC-A7-2025-118,S03,-20,-10,10,1002
SOC-A7-2025-118,S03,-19,-10,1,100
SOC-A7-2025-118,S03,-18,-10,10,1001
SOC-A7-2025-118,S03,-17,-10,1,100
SOC-A7-2025-118,S03,-16,-10,1,100
SOC-A7-2025-118,S03,-15,-10,1,100
SOC-A7-2025-118,S03,-14,-10,1,100
SOC-A7-2025-118,S03,-13,-10,2,201
SOC-A7-2025-118,S03,-12,-10,1,100
SOC-A7-2025-118,S03,-11,-10,2,200
SOC-A7-2025-118,S03,-10,-10,10,1002
SOC-A7-2025-118,S03,-9,-10,2,201
SOC-A7-2025-118,S03,-8,-10,1,100
SOC-A7-2025-118,S03,-7,-10,1,100
SOC-A7-2025-118,S03,-6,-10,1,100
SOC-A7-2025-118,S03,-5,-10,1,100
SOC-A7-2025-118,S03,-4,-10,1,100
SOC-A7-2025-118,S03,-3,-10,1,100
SOC-A7-2025-118,S03,-2,-10,1,100
SOC-A7-2025-118,S03,-1,-10,1,100
SOC-A7-2025-118,S03,0,-10,2,201
SOC-A7-2025-118,S03,1,-10,1,100
SOC-A7-2025-118,S03,2,-10,1,100
SOC-A7-2025-118,S03,3,-10,2,200
SOC-A7-2025-118,S03,4,-10,2,200
SOC-A7-2025-118,S03,5,-10,1,100
SOC-A7-2025-118,S03,6,-10,1,100
SOC-A7-2025-118,S03,7,-10,1,100
SOC-A7-2025-118,S03,8,-10,1,100
SOC-A7-2025-118,S03,9,-10,1,100
SOC-A7-2025-118,S03,10,-10,1,100
SOC-A7-2025-118,S03,11,-10,2,201
SOC-A7-2025-118,S03,12,-10,1,100
SOC-A7-2025-118,S03,13,-10,1,100
SOC-A7-2025-118,S03,14,-10,1,100
SOC-A7-2025-118,S03,15,-10,2,200
SOC-A7-2025-118,S03,16,-10,1,100
SOC-A7-2025-118,S03,17,-10,1,100
SOC-A7-2025-118,S03,18,-10,1,100
SOC-A7-2025-118,S03,19,-10,1,100
SOC-A7-2025-118,S03,20,-10,1,100
SOC-A7-2025-118,S03,21,-10,12,1201
SOC-A7-2025-118,S03,22,-10,1,100
SOC-A7-2025-118,S03,-22,-9,3,303
SOC-A7-2025-118,S03,-21,-9,12,1202
SOC-A7-2025-118,S03,-20,-9,1,100
SOC-A7-2025-118,S03,-19,-9,1,100
SOC-A7-2025-118,S03,-18,-9,12,1202
SOC-A7-2025-118,S03,-17,-9,10,1002
SOC-A7-2025-118,S03,-16,-9,2,200
SOC-A7-2025-118,S03,-15,-9,2,200
SOC-A7-2025-118,S03,-14,-9,10,1001
SOC-A7-2025-118,S03,-13,-9,2,200
SOC-A7-2025-118,S03,-12,-9,1,100
SOC-A7-2025-118,S03,-11,-9,1,100
SOC-A7-2025-118,S03,-10,-9,2,200
SOC-A7-2025-118,S03,-9,-9,1,100
SOC-A7-2025-118,S03,-8,-9,1,100
SOC-A7-2025-118,S03,-7,-9,2,201
SOC-A7-2025-118,S03,-6,-9,2,200
SOC-A7-2025-118,S03,-5,-9,1,100
SOC-A7-2025-118,S03,-4,-9,1,100
SOC-A7-2025-118,S03,-3,-9,1,100
SOC-A7-2025-118,S03,-2,-9,1,100
SOC-A7-2025-118,S03,-1,-9,1,100
SOC-A7-2025-118,S03,0,-9,1,100
SOC-A7-2025-118,S03,1,-9,1,100
SOC-A7-2025-118,S03,2,-9,1,100
SOC-A7-2025-118,S03,3,-9,1,100
SOC-A7-2025-118,S03,4,-9,1,100
SOC-A7-2025-118,S03,5,-9,1,100
SOC-A7-2025-118,S03,6,-9,1,100
SOC-A7-2025-118,S03,7,-9,1,100
SOC-A7-2025-118,S03,8,-9,1,100
SOC-A7-2025-118,S03,9,-9,1,100
SOC-A7-2025-118,S03,10,-9,1,100
SOC-A7-2025-118,S03,11,-9,1,100
SOC-A7-2025-118,S03,12,-9,1,100
SOC-A7-2025-118,S03,13,-9,1,100
SOC-A7-2025-118,S03,14,-9,1,100
SOC-A7-2025-118,S03,15,-9,1,100
SOC-A7-2025-118,S03,16,-9,2,201
SOC-A7-2025-118,S03,17,-9,1,100
SOC-A7-2025-118,S03,18,-9,1,100
SOC-A7-2025-118,S03,19,-9,2,201
SOC-A7-2025-118,S03,20,-9,1,100
SOC-A7-2025-118,S03,21,-9,3,301
SOC-A7-2025-118,S03,22,-9,2,200
SOC-A7-2025-118,S03,-22,-8,1,100
SOC-A7-2025-118,S03,-21,-8,2,201
SOC-A7-2025-118,S03,-20,-8,1,100
SOC-A7-2025-118,S03,-19,-8,2,201
SOC-A7-2025-118,S03,-18,-8,6,603
SOC-A7-2025-118,S03,-17,-8,1,100
SOC-A7-2025-118,S03,-16,-8,2,201
SOC-A7-2025-118,S03,-15,-8,6,602
SOC-A7-2025-118,S03,-14,-8,1,100
SOC-A7-2025-118,S03,-13,-8,6,602
SOC-A7-2025-118,S03,-12,-8,1,100
SOC-A7-2025-118,S03,-11,-8,1,100
SOC-A7-2025-118,S03,-10,-8,1,100
SOC-A7-2025-118,S03,-9,-8,2,201
SOC-A7-2025-118,S03,-8,-8,1,100
SOC-A7-2025-118,S03,-7,-8,1,100
SOC-A7-2025-118,S03,-6,-8,1,100
SOC-A7-2025-118,S03,-5,-8,2,200
SOC-A7-2025-118,S03,-4,-8,1,100
SOC-A7-2025-118,S03,-3,-8,1,100
SOC-A7-2025-118,S03,-2,-8,1,100
SOC-A7-2025-118,S03,-1,-8,1,100
SOC-A7-2025-118,S03,0,-8,2,200
SOC-A7-2025-118,S03,1,-8,1,100
SOC-A7-2025-118,S03,2,-8,1,100
SOC-A7-2025-118,S03,3,-8,1,100
SOC-A7-2025-118,S03,4,-8,1,100
SOC-A7-2025-118,S03,5,-8,2,200
SOC-A7-2025-118,S03,6,-8,1,100
SOC-A7-2025-118,S03,7,-8,1,100
SOC-A7-2025-118,S03,8,-8,1,100
SOC-A7-2025-118,S03,9,-8,6,603
SOC-A7-2025-118,S03,10,-8,1,100
SOC-A7-2025-118,S03,11,-8,1,100
SOC-A7-2025-118,S03,12,-8,1,100
SOC-A7-2025-118,S03,13,-8,6,601
SOC-A7-2025-118,S03,14,-8,1,100
SOC-A7-2025-118,S03,15,-8,1,100
SOC-A7-2025-118,S03,16,-8,2,201
SOC-A7-2025-118,S03,17,-8,1,100
SOC-A7-2025-118,S03,18,-8,2,201
SOC-A7-2025-118,S03,19,-8,1,100
SOC-A7-2025-118,S03,20,-8,1,100
SOC-A7-2025-118,S03,21,-8,2,200
SOC-A7-2025-118,S03,22,-8,3,301
SOC-A7-2025-118,S03,-23,-7,2,200
SOC-A7-2025-118,S03,-22,-7,1,100
SOC-A7-2025-118,S03,-21,-7,1,100
SOC-A7-2025-118,S03,-20,-7,10,1001
SOC-A7-2025-118,S03,-19,-7,10,1001
SOC-A7-2025-118,S03,-18,-7,2,200
SOC-A7-2025-118,S03,-17,-7,2,200
SOC-A7-2025-118,S03,-16,-7,2,200
SOC-A7-2025-118,S03,-15,-7,10,1002
SOC-A7-2025-118,S03,-14,-7,1,100
SOC-A7-2025-118,S03,-13,-7,1,100
SOC-A7-2025-118,S03,-12,-7,10,1001
SOC-A7-2025-118,S03,-11,-7,2,200
SOC-A7-2025-118,S03,-10,-7,2,200
SOC-A7-2025-118,S03,-9,-7,1,100
SOC-A7-2025-118,S03,-8,-7,1,100
SOC-A7-2025-118,S03,-7,-7,1,100
SOC-A7-2025-118,S03,-6,-7,2,201
SOC-A7-2025-118,S03,-5,-7,1,100
SOC-A7-2025-118,S03,-4,-7,1,100
SOC-A7-2025-118,S03,-3,-7,1,100
SOC-A7-2025-118,S03,-2,-7,1,100
SOC-A7-2025-118,S03,-1,-7,2,200
SOC-A7-2025-118,S03,0,-7,1,100
SOC-A7-2025-118,S03,1,-7,1,100
SOC-A7-2025-118,S03,2,-7,2,200
SOC-A7-2025-118,S03,3,-7,1,100
SOC-A7-2025-118,S03,4,-7,1,100
SOC-A7-2025-118,S03,5,-7,1,100
SOC-A7-2025-118,S03,6,-7,1,100
SOC-A7-2025-118,S03,7,-7,1,100
SOC-A7-2025-118,S03,8,-7,1,100
SOC-A7-2025-118,S03,9,-7,1,100
SOC-A7-2025-118,S03,10,-7,1,100
SOC-A7-2025-118,S03,11,-7,1,100
SOC-A7-2025-118,S03,12,-7,1,100
SOC-A7-2025-118,S03,13,-7,1,100
SOC-A7-2025-118,S03,14,-7,1,100
SOC-A7-2025-118,S03,15,-7,1,100
SOC-A7-2025-118,S03,16,-7,1,100
SOC-A7-2025-118,S03,17,-7,1,100
SOC-A7-2025-118,S03,18,-7,1,100
SOC-A7-2025-118,S03,19,-7,12,1201
SOC-A7-2025-118,S03,20,-7,1,100
SOC-A7-2025-118,S03,21,-7,1,100
SOC-A7-2025-118,S03,22,-7,1,100
SOC-A7-2025-118,S03,23,-7,3,301
SOC-A7-2025-118,S03,-23,-6,1,100
SOC-A7-2025-118,S03,-22,-6,3,302
SOC-A7-2025-118,S03,-21,-6,1,100
SOC-A7-2025-118,S03,-20,-6,1,100
SOC-A7-2025-118,S03,-19,-6,1,100
SOC-A7-2025-118,S03,-18,-6,1,100
SOC-A7-2025-118,S03,-17,-6,1,100
SOC-A7-2025-118,S03,-16,-6,1,100
SOC-A7-2025-118,S03,-15,-6,10,1001
SOC-A7-2025-118,S03,-14,-6,1,100
SOC-A7-2025-118,S03,-13,-6,7,703
SOC-A7-2025-118,S03,-12,-6,1,100
SOC-A7-2025-118,S03,-11,-6,1,100
SOC-A7-2025-118,S03,-10,-6,10,1001
SOC-A7-2025-118,S03,-9,-6,2,201
SOC-A7-2025-118,S03,-8,-6,1,100
SOC-A7-2025-118,S03,-7,-6,1,100
SOC-A7-2025-118,S03,-6,-6,1,100
SOC-A7-2025-118,S03,-5,-6,1,100
SOC-A7-2025-118,S03,-4,-6,11,1102
SOC-A7-2025-118,S03,-3,-6,1,100
SOC-A7-2025-118,S03,-2,-6,2,201
SOC-A7-2025-118,S03,-1,-6,1,100
SOC-A7-2025-118,S03,0,-6,2,201
SOC-A7-2025-118,S03,1,-6,1,100
SOC-A7-2025-118,S03,2,-6,1,100
SOC-A7-2025-118,S03,3,-6,8,802
SOC-A7-2025-118,S03,4,-6,1,100
SOC-A7-2025-118,S03,5,-6,1,100
SOC-A7-2025-118,S03,6,-6,2,200
SOC-A7-2025-118,S03,7,-6,1,100
SOC-A7-2025-118,S03,8,-6,1,100
SOC-A7-2025-118,S03,9,-6,1,100
SOC-A7-2025-118,S03,10,-6,1,100
SOC-A7-2025-118,S03,11,-6,1,100
SOC-A7-2025-118,S03,12,-6,1,100
SOC-A7-2025-118,S03,13,-6,2,200
SOC-A7-2025-118,S03,14,-6,1,100
SOC-A7-2025-118,S03,15,-6,1,100
SOC-A7-2025-118,S03,16,-6,1,100
SOC-A7-2025-118,S03,17,-6,1,100
SOC-A7-2025-118,S03,18,-6,1,100
SOC-A7-2025-118,S03,19,-6,1,100
SOC-A7-2025-118,S03,20,-6,1,100
SOC-A7-2025-118,S03,21,-6,1,100
SOC-A7-2025-118,S03,22,-6,3,303
SOC-A7-2025-118,S03,23,-6,12,1202
SOC-A7-2025-118,S03,-23,-5,1,100
SOC-A7-2025-118,S03,-22,-5,3,303
SOC-A7-2025-118,S03,-21,-5,10,1001
SOC-A7-2025-118,S03,-20,-5,2,200
SOC-A7-2025-118,S03,-19,-5,1,100
SOC-A7-2025-118,S03,-18,-5,2,201
SOC-A7-2025-118,S03,-17,-5,1,100
SOC-A7-2025-118,S03,-16,-5,2,200
SOC-A7-2025-118,S03,-15,-5,8,801
SOC-A7-2025-118,S03,-14,-5,1,100
SOC-A7-2025-118,S03,-13,-5,1,100
SOC-A7-2025-118,S03,-12,-5,7,702
SOC-A7-2025-118,S03,-11,-5,7,701
SOC-A7-2025-118,S03,-10,-5,1,100
SOC-A7-2025-118,S03,-9,-5,1,100
SOC-A7-2025-118,S03,-8,-5,2,200
SOC-A7-2025-118,S03,-7,-5,1,100
SOC-A7-2025-118,S03,-6,-5,1,100
SOC-A7-2025-118,S03,-5,-5,2,201
SOC-A7-2025-118,S03,-4,-5,1,100
SOC-A7-2025-118,S03,-3,-5,1,100
SOC-A7-2025-118,S03,-2,-5,1,100
SOC-A7-2025-118,S03,-1,-5,1,100
SOC-A7-2025-118,S03,0,-5,2,200
SOC-A7-2025-118,S03,1,-5,1,100
SOC-A7-2025-118,S03,2,-5,1,100
SOC-A7-2025-118,S03,3,-5,6,603
SOC-A7-2025-118,S03,4,-5,1,100
SOC-A7-2025-118,S03,5,-5,1,100
SOC-A7-2025-118,S03,6,-5,1,100
SOC-A7-2025-118,S03,7,-5,1,100
SOC-A7-2025-118,S03,8,-5,1,100
SOC-A7-2025-118,S03,9,-5,1,100
SOC-A7-2025-118,S03,10,-5,1,100
SOC-A7-2025-118,S03,11,-5,2,201
SOC-A7-2025-118,S03,12,-5,1,100
SOC-A7-2025-118,S03,13,-5,1,100
SOC-A7-2025-118,S03,14,-5,1,100
SOC-A7-2025-118,S03,15,-5,1,100
SOC-A7-2025-118,S03,16,-5,1,100
SOC-A7-2025-118,S03,17,-5,1,100
SOC-A7-2025-118,S03,18,-5,1,100
SOC-A7-2025-118,S03,19,-5,11,1101
SOC-A7-2025-118,S03,20,-5,1,100
SOC-A7-2025-118,S03,21,-5,1,100
SOC-A7-2025-118,S03,22,-5,3,302
SOC-A7-2025-118,S03,23,-5,3,301
SOC-A7-2025-118,S03,-23,-4,3,302
SOC-A7-2025-118,S03,-22,-4,2,201
SOC-A7-2025-118,S03,-21,-4,2,201
SOC-A7-2025-118,S03,-20,-4,1,100
SOC-A7-2025-118,S03,-19,-4,6,601
SOC-A7-2025-118,S03,-18,-4,1,100
SOC-A7-2025-118,S03,-17,-4,2,200
SOC-A7-2025-118,S03,-16,-4,1,100
SOC-A7-2025-118,S03,-15,-4,10,1002
SOC-A7-2025-118,S03,-14,-4,1,100
SOC-A7-2025-118,S03,-13,-4,2,200
SOC-A7-2025-118,S03,-12,-4,10,1002
SOC-A7-2025-118,S03,-11,-4,7,703
SOC-A7-2025-118,S03,-10,-4,7,701
SOC-A7-2025-118,S03,-9,-4,7,701
SOC-A7-2025-118,S03,-8,-4,1,100
SOC-A7-2025-118,S03,-7,-4,1,100
SOC-A7-2025-118,S03,-6,-4,1,100
SOC-A7-2025-118,S03,-5,-4,1,100
SOC-A7-2025-118,S03,-4,-4,1,100
SOC-A7-2025-118,S03,-3,-4,8,801
SOC-A7-2025-118,S03,-2,-4,1,100
SOC-A7-2025-118,S03,-1,-4,5,502
SOC-A7-2025-118,S03,0,-4,1,100
SOC-A7-2025-118,S03,1,-4,5,503
SOC-A7-2025-118,S03,2,-4,2,201
SOC-A7-2025-118,S03,3,-4,1,100
SOC-A7-2025-118,S03,4,-4,2,200
SOC-A7-2025-118,S03,5,-4,1,100
SOC-A7-2025-118,S03,6,-4,15,1501
SOC-A7-2025-118,S03,7,-4,1,100
SOC-A7-2025-118,S03,8,-4,1,100
SOC-A7-2025-118,S03,9,-4,6,602
SOC-A7-2025-118,S03,10,-4,1,100
SOC-A7-2025-118,S03,11,-4,1,100
SOC-A7-2025-118,S03,12,-4,1,100
SOC-A7-2025-118,S03,13,-4,1,100
SOC-A7-2025-118,S03,14,-4,1,100
SOC-A7-2025-118,S03,15,-4,1,100
SOC-A7-2025-118,S03,16,-4,1,100
SOC-A7-2025-118,S03,17,-4,1,100
SOC-A7-2025-118,S03,18,-4,1,100
SOC-A7-2025-118,S03,19,-4,1,100
SOC-A7-2025-118,S03,20,-4,1,100
SOC-A7-2025-118,S03,21,-4,1,100
SOC-A7-2025-118,S03,22,-4,1,100
SOC-A7-2025-118,S03,23,-4,3,301
SOC-A7-2025-118,S03,-24,-3,1,100
SOC-A7-2025-118,S03,-23,-3,3,301
SOC-A7-2025-118,S03,-22,-3,1,100
SOC-A7-2025-118,S03,-21,-3,1,100
SOC-A7-2025-118,S03,-20,-3,2,200
SOC-A7-2025-118,S03,-19,-3,2,201
SOC-A7-2025-118,S03,-18,-3,1,100
SOC-A7-2025-118,S03,-17,-3,2,201
SOC-A7-2025-118,S03,-16,-3,2,201
SOC-A7-2025-118,S03,-15,-3,2,200
SOC-A7-2025-118,S03,-14,-3,1,100
SOC-A7-2025-118,S03,-13,-3,2,201
SOC-A7-2025-118,S03,-12,-3,1,100
SOC-A7-2025-118,S03,-11,-3,1,100
SOC-A7-2025-118,S03,-10,-3,2,200
SOC-A7-2025-118,S03,-9,-3,7,703
SOC-A7-2025-118,S03,-8,-3,7,701
SOC-A7-2025-118,S03,-7,-3,1,100
SOC-A7-2025-118,S03,-6,-3,1,100
SOC-A7-2025-118,S03,-5,-3,1,100
SOC-A7-2025-118,S03,-4,-3,1,100
SOC-A7-2025-118,S03,-3,-3,1,100
SOC-A7-2025-118,S03,-2,-3,1,100
SOC-A7-2025-118,S03,-1,-3,5,501
SOC-A7-2025-118,S03,0,-3,1,100
SOC-A7-2025-118,S03,1,-3,1,100
SOC-A7-2025-118,S03,2,-3,5,501
SOC-A7-2025-118,S03,3,-3,1,100
SOC-A7-2025-118,S03,4,-3,1,100
SOC-A7-2025-118,S03,5,-3,1,100
SOC-A7-2025-118,S03,6,-3,1,100
SOC-A7-2025-118,S03,7,-3,1,100
SOC-A7-2025-118,S03,8,-3,1,100
SOC-A7-2025-118,S03,9,-3,1,100
SOC-A7-2025-118,S03,10,-3,1,100
SOC-A7-2025-118,S03,11,-3,2,201
SOC-A7-2025-118,S03,12,-3,1,100
SOC-A7-2025-118,S03,13,-3,1,100
SOC-A7-2025-118,S03,14,-3,1,100
SOC-A7-2025-118,S03,15,-3,1,100
SOC-A7-2025-118,S03,16,-3,1,100
SOC-A7-2025-118,S03,17,-3,1,100
SOC-A7-2025-118,S03,18,-3,15,1502
SOC-A7-2025-118,S03,19,-3,1,100
SOC-A7-2025-118,S03,20,-3,1,100
SOC-A7-2025-118,S03,21,-3,1,100
SOC-A7-2025-118,S03,22,-3,11,1101
SOC-A7-2025-118,S03,23,-3,1,100
SOC-A7-2025-118,S03,24,-3,12,1202
SOC-A7-2025-118,S03,-24,-2,1,100
