LOT,WFR,X,Y,HBIN,SBIN,TST_A,TST_B
HVM-0982,W01,34,-3,4,20,1.3008,0.9756
HVM-0982,W01,35,-3,1,10,1.2744,0.9499
HVM-0982,W01,36,-3,1,10,1.2623,0.9287
HVM-0982,W01,37,-3,1,10,1.3815,0.9267
HVM-0982,W01,38,-3,1,10,1.3327,0.9872
HVM-0982,W01,39,-3,1,10,1.3019,0.9595
HVM-0982,W01,40,-3,1,10,1.3301,0.9296
HVM-0982,W01,41,-3,1,10,1.3132,0.9592
HVM-0982,W01,42,-3,1,10,1.2953,0.9583
HVM-0982,W01,43,-3,1,10,1.3227,0.9357
HVM-0982,W01,44,-3,1,10,1.2895,0.9338
HVM-0982,W01,45,-3,1,10,1.2972,0.9833
HVM-0982,W01,46,-3,1,10,1.3633,0.9853
HVM-0982,W01,47,-3,4,21,1.3755,0.9632
HVM-0982,W01,48,-3,1,10,1.3615,0.9548
HVM-0982,W01,-48,-2,1,10,1.0606,0.9423
HVM-0982,W01,-47,-2,1,10,1.0611,0.9775
HVM-0982,W01,-46,-2,2,30,1.0732,0.9959
HVM-0982,W01,-45,-2,1,10,1.0712,0.9760
HVM-0982,W01,-44,-2,1,10,1.0365,0.9708
HVM-0982,W01,-43,-2,1,10,1.0817,0.9131
HVM-0982,W01,-42,-2,1,10,1.0269,0.9346
HVM-0982,W01,-41,-2,1,10,1.0748,0.9508
HVM-0982,W01,-40,-2,1,10,1.0540,0.9404
HVM-0982,W01,-39,-2,1,10,1.0622,0.9091
HVM-0982,W01,-38,-2,1,10,1.1209,0.9211
HVM-0982,W01,-37,-2,1,10,1.0635,0.9632
HVM-0982,W01,-36,-2,1,10,1.0614,0.9581
HVM-0982,W01,-35,-2,1,10,1.0615,0.9369
HVM-0982,W01,-34,-2,1,10,1.0788,0.9013
HVM-0982,W01,-33,-2,1,10,1.0882,0.9358
HVM-0982,W01,-32,-2,1,10,1.0912,0.9221
HVM-0982,W01,-31,-2,1,10,1.1448,0.9317
HVM-0982,W01,-30,-2,1,10,1.0929,0.9003
HVM-0982,W01,-29,-2,4,31,1.1287,0.9433
HVM-0982,W01,-28,-2,1,10,1.0962,0.9395
HVM-0982,W01,-27,-2,1,10,1.1171,0.9206
HVM-0982,W01,-26,-2,1,10,1.1209,0.9323
HVM-0982,W01,-25,-2,1,10,1.1694,0.8982
HVM-0982,W01,-24,-2,1,10,1.1326,0.9122
HVM-0982,W01,-23,-2,1,10,1.1749,0.9148
HVM-0982,W01,-22,-2,1,10,1.0819,0.8877
HVM-0982,W01,-21,-2,1,10,1.1112,0.9330
HVM-0982,W01,-20,-2,1,10,1.0971,0.8494
HVM-0982,W01,-19,-2,1,10,1.1252,0.9036
HVM-0982,W01,-18,-2,1,10,1.0941,0.8889
HVM-0982,W01,-17,-2,1,10,1.1601,0.9623
HVM-0982,W01,-16,-2,1,10,1.1685,0.8935
HVM-0982,W01,-15,-2,1,10,1.1508,0.8904
HVM-0982,W01,-14,-2,1,10,1.1866,0.8954
HVM-0982,W01,-13,-2,1,10,1.1660,0.8973
HVM-0982,W01,-12,-2,1,10,1.1355,0.8759
HVM-0982,W01,-11,-2,1,10,1.1720,0.8516
HVM-0982,W01,-10,-2,1,10,1.1697,0.8799
HVM-0982,W01,-9,-2,1,10,1.1690,0.8616
HVM-0982,W01,-8,-2,1,10,1.1803,0.8955
HVM-0982,W01,-7,-2,1,10,1.1563,0.8122
HVM-0982,W01,-6,-2,1,10,1.2234,0.8746
HVM-0982,W01,-5,-2,1,10,1.1863,0.8826
HVM-0982,W01,-4,-2,1,10,1.2212,0.8741
HVM-0982,W01,-3,-2,1,10,1.1961,0.7925
HVM-0982,W01,-2,-2,1,10,1.2102,0.8428
HVM-0982,W01,-1,-2,1,10,1.1702,0.8868
HVM-0982,W01,0,-2,1,10,1.1973,0.8572
HVM-0982,W01,1,-2,3,30,1.2038,0.8583
HVM-0982,W01,2,-2,1,10,1.1830,0.8959
HVM-0982,W01,3,-2,1,10,1.2021,0.8413
HVM-0982,W01,4,-2,1,10,1.1778,0.8202
HVM-0982,W01,5,-2,1,10,1.2535,0.8539
HVM-0982,W01,6,-2,4,30,1.2438,0.8739
HVM-0982,W01,7,-2,1,10,1.2711,0.8594
HVM-0982,W01,8,-2,1,10,1.1810,0.9000
HVM-0982,W01,9,-2,1,10,1.2368,0.8666
HVM-0982,W01,10,-2,1,10,1.2498,0.8887
HVM-0982,W01,11,-2,1,10,1.2029,0.8592
HVM-0982,W01,12,-2,1,10,1.2363,0.8973
HVM-0982,W01,13,-2,1,10,1.2386,0.8742
HVM-0982,W01,14,-2,1,10,1.2377,0.9130
HVM-0982,W01,15,-2,1,10,1.2245,0.8649
HVM-0982,W01,16,-2,1,10,1.2361,0.8913
HVM-0982,W01,17,-2,1,10,1.2190,0.8637
HVM-0982,W01,18,-2,1,10,1.2425,0.9479
HVM-0982,W01,19,-2,1,10,1.2502,0.9256
HVM-0982,W01,20,-2,1,10,1.2082,0.9165
HVM-0982,W01,21,-2,1,10,1.2913,0.8724
HVM-0982,W01,22,-2,1,10,1.2715,0.8846
HVM-0982,W01,23,-2,1,10,1.2580,0.8939
HVM-0982,W01,24,-2,1,10,1.2941,0.9062
HVM-0982,W01,25,-2,1,10,1.2817,0.8986
HVM-0982,W01,26,-2,1,10,1.2902,0.8918
HVM-0982,W01,27,-2,1,10,1.2494,0.9202
HVM-0982,W01,28,-2,1,10,1.2927,0.9007
HVM-0982,W01,29,-2,1,10,1.2853,0.9205
HVM-0982,W01,30,-2,1,10,1.2897,0.9288
HVM-0982,W01,31,-2,1,10,1.3184,0.9220
HVM-0982,W01,32,-2,1,10,1.2701,0.8592
HVM-0982,W01,33,-2,1,10,1.2819,0.9441
HVM-0982,W01,34,-2,1,10,1.3143,0.9159
HVM-0982,W01,35,-2,1,10,1.2814,0.9172
HVM-0982,W01,36,-2,1,10,1.3269,0.9572
HVM-0982,W01,37,-2,1,10,1.2726,0.9169
HVM-0982,W01,38,-2,1,10,1.3379,0.9635
HVM-0982,W01,39,-2,1,10,1.3318,0.9449
HVM-0982,W01,40,-2,1,10,1.3477,0.9413
HVM-0982,W01,41,-2,1,10,1.3159,0.9587
HVM-0982,W01,42,-2,1,10,1.3649,0.9539
HVM-0982,W01,43,-2,1,10,1.3476,0.9184
HVM-0982,W01,44,-2,1,10,1.3585,0.9584
HVM-0982,W01,45,-2,1,10,1.3584,0.9552
HVM-0982,W01,46,-2,1,10,1.3689,0.9406
HVM-0982,W01,47,-2,4,30,1.3534,0.9649
HVM-0982,W01,48,-2,2,20,1.3489,0.9536
HVM-0982,W01,-48,-1,3,21,1.0486,0.9835
HVM-0982,W01,-47,-1,2,21,1.0755,0.9695
HVM-0982,W01,-46,-1,3,21,1.0372,0.9749
HVM-0982,W01,-45,-1,1,10,1.0900,0.9326
HVM-0982,W01,-44,-1,2,31,1.0202,0.9757
HVM-0982,W01,-43,-1,1,10,1.0450,0.9213
HVM-0982,W01,-42,-1,1,10,1.0384,0.9547
HVM-0982,W01,-41,-1,1,10,1.0317,0.9325
HVM-0982,W01,-40,-1,1,10,1.1152,0.9420
HVM-0982,W01,-39,-1,1,10,1.0336,0.9662
HVM-0982,W01,-38,-1,1,10,1.0615,0.9536
HVM-0982,W01,-37,-1,1,10,1.0634,0.9388
HVM-0982,W01,-36,-1,1,10,1.0603,0.9534
HVM-0982,W01,-35,-1,1,10,1.1417,0.9018
HVM-0982,W01,-34,-1,1,10,1.1277,0.8955
HVM-0982,W01,-33,-1,1,10,1.0960,0.9123
HVM-0982,W01,-32,-1,1,10,1.1155,0.9283
HVM-0982,W01,-31,-1,1,10,1.0934,0.9150
HVM-0982,W01,-30,-1,4,21,1.0725,0.9434
HVM-0982,W01,-29,-1,1,10,1.1279,0.9044
HVM-0982,W01,-28,-1,1,10,1.1124,0.9048
HVM-0982,W01,-27,-1,1,10,1.0943,0.8901
HVM-0982,W01,-26,-1,1,10,1.1063,0.9313
HVM-0982,W01,-25,-1,1,10,1.1230,0.9532
HVM-0982,W01,-24,-1,1,10,1.0765,0.8668
HVM-0982,W01,-23,-1,1,10,1.0780,0.9040
HVM-0982,W01,-22,-1,1,10,1.1238,0.9302
HVM-0982,W01,-21,-1,1,10,1.1112,0.8938
HVM-0982,W01,-20,-1,1,10,1.1365,0.9039
HVM-0982,W01,-19,-1,1,10,1.1491,0.8955
HVM-0982,W01,-18,-1,1,10,1.1310,0.9405
HVM-0982,W01,-17,-1,4,21,1.1651,0.9159
HVM-0982,W01,-16,-1,1,10,1.1613,0.9202
HVM-0982,W01,-15,-1,1,10,1.1673,0.8939
HVM-0982,W01,-14,-1,1,10,1.1592,0.8584
HVM-0982,W01,-13,-1,1,10,1.1276,0.8950
HVM-0982,W01,-12,-1,1,10,1.1817,0.9046
HVM-0982,W01,-11,-1,1,10,1.1816,0.8656
HVM-0982,W01,-10,-1,1,10,1.1591,0.8119
HVM-0982,W01,-9,-1,1,10,1.1685,0.8660
HVM-0982,W01,-8,-1,1,10,1.1733,0.8990
HVM-0982,W01,-7,-1,1,10,1.1559,0.8729
HVM-0982,W01,-6,-1,1,10,1.1948,0.9040
HVM-0982,W01,-5,-1,1,10,1.1002,0.8373
HVM-0982,W01,-4,-1,1,10,1.1425,0.8635
HVM-0982,W01,-3,-1,1,10,1.1681,0.8919
HVM-0982,W01,-2,-1,4,30,1.2170,0.8927
HVM-0982,W01,-1,-1,1,10,1.2113,0.8668
HVM-0982,W01,0,-1,1,10,1.1924,0.8859
HVM-0982,W01,1,-1,1,10,1.2411,0.8380
HVM-0982,W01,2,-1,1,10,1.2497,0.8285
HVM-0982,W01,3,-1,1,10,1.2091,0.8820
HVM-0982,W01,4,-1,1,10,1.1762,0.8221
HVM-0982,W01,5,-1,1,10,1.1960,0.8782
HVM-0982,W01,6,-1,1,10,1.2871,0.8602
HVM-0982,W01,7,-1,1,10,1.2339,0.8707
HVM-0982,W01,8,-1,1,10,1.2458,0.8539
HVM-0982,W01,9,-1,1,10,1.1940,0.8627
HVM-0982,W01,10,-1,1,10,1.2587,0.8557
HVM-0982,W01,11,-1,1,10,1.2188,0.8762
HVM-0982,W01,12,-1,1,10,1.2347,0.8529
HVM-0982,W01,13,-1,1,10,1.2762,0.8578
HVM-0982,W01,14,-1,1,10,1.2699,0.9184
HVM-0982,W01,15,-1,1,10,1.2228,0.9045
HVM-0982,W01,16,-1,1,10,1.2580,0.8666
HVM-0982,W01,17,-1,1,10,1.2802,0.8601
HVM-0982,W01,18,-1,1,10,1.2745,0.9243
HVM-0982,W01,19,-1,1,10,1.2911,0.9219
HVM-0982,W01,20,-1,1,10,1.2600,0.9288
HVM-0982,W01,21,-1,1,10,1.2231,0.8804
HVM-0982,W01,22,-1,1,10,1.2435,0.8826
HVM-0982,W01,23,-1,1,10,1.2391,0.9101
HVM-0982,W01,24,-1,1,10,1.2535,0.8633
HVM-0982,W01,25,-1,1,10,1.2949,0.9088
HVM-0982,W01,26,-1,1,10,1.2954,0.9239
HVM-0982,W01,27,-1,1,10,1.3022,0.8648
HVM-0982,W01,28,-1,1,10,1.3418,0.8975
HVM-0982,W01,29,-1,1,10,1.2649,0.9069
HVM-0982,W01,30,-1,1,10,1.2225,0.9202
HVM-0982,W01,31,-1,1,10,1.2981,0.9420
HVM-0982,W01,32,-1,1,10,1.3269,0.8927
HVM-0982,W01,33,-1,1,10,1.2650,0.9274
HVM-0982,W01,34,-1,1,10,1.2958,0.9597
HVM-0982,W01,35,-1,1,10,1.3088,0.9285
HVM-0982,W01,36,-1,1,10,1.2462,0.9345
HVM-0982,W01,37,-1,1,10,1.2907,0.9082
HVM-0982,W01,38,-1,1,10,1.3592,0.9425
HVM-0982,W01,39,-1,1,10,1.3355,0.9233
HVM-0982,W01,40,-1,1,10,1.3172,1.0141
HVM-0982,W01,41,-1,1,10,1.3567,0.9671
HVM-0982,W01,42,-1,1,10,1.3382,1.0263
HVM-0982,W01,43,-1,1,10,1.3433,0.9106
HVM-0982,W01,44,-1,1,10,1.3268,0.9655
HVM-0982,W01,45,-1,1,10,1.3197,0.9092
HVM-0982,W01,46,-1,2,20,1.3285,0.9550
HVM-0982,W01,47,-1,2,21,1.3336,0.9680
HVM-0982,W01,48,-1,1,10,1.3175,0.9962
HVM-0982,W01,-48,0,4,21,1.0251,0.9638
HVM-0982,W01,-47,0,4,21,1.0513,0.9655
HVM-0982,W01,-46,0,4,31,1.0589,0.9725
HVM-0982,W01,-45,0,1,10,1.0424,1.0109
HVM-0982,W01,-44,0,1,10,1.0305,0.9461
HVM-0982,W01,-43,0,1,10,1.0703,0.9450
HVM-0982,W01,-42,0,1,10,1.0839,0.9368
HVM-0982,W01,-41,0,1,10,1.0821,0.9497
HVM-0982,W01,-40,0,1,10,1.1036,0.9251
HVM-0982,W01,-39,0,1,10,1.0774,0.9070
HVM-0982,W01,-38,0,1,10,1.0426,0.9294
HVM-0982,W01,-37,0,1,10,1.0288,0.9406
HVM-0982,W01,-36,0,2,21,1.0778,0.9315
HVM-0982,W01,-35,0,1,10,1.1071,0.9199
HVM-0982,W01,-34,0,1,10,1.1249,0.9381
HVM-0982,W01,-33,0,1,10,1.0804,0.9220
HVM-0982,W01,-32,0,1,10,1.1440,0.9163
HVM-0982,W01,-31,0,1,10,1.1308,0.9578
HVM-0982,W01,-30,0,1,10,1.1686,0.9413
HVM-0982,W01,-29,0,1,10,1.1438,0.9124
HVM-0982,W01,-28,0,2,21,1.1226,0.8892
HVM-0982,W01,-27,0,1,10,1.1434,0.8823
HVM-0982,W01,-26,0,1,10,1.1036,0.8827
HVM-0982,W01,-25,0,1,10,1.1172,0.9633
HVM-0982,W01,-24,0,1,10,1.1347,0.9141
HVM-0982,W01,-23,0,1,10,1.1110,0.8802
HVM-0982,W01,-22,0,2,21,1.0741,0.9035
HVM-0982,W01,-21,0,1,10,1.1400,0.8939
HVM-0982,W01,-20,0,1,10,1.1460,0.8947
HVM-0982,W01,-19,0,3,21,1.1319,0.9218
HVM-0982,W01,-18,0,1,10,1.1262,0.9026
HVM-0982,W01,-17,0,3,21,1.1691,0.8632
HVM-0982,W01,-16,0,1,10,1.1283,0.9427
HVM-0982,W01,-15,0,1,10,1.1287,0.9093
HVM-0982,W01,-14,0,1,10,1.1328,0.8860
HVM-0982,W01,-13,0,1,10,1.1686,0.8989
HVM-0982,W01,-12,0,1,10,1.1502,0.8828
HVM-0982,W01,-11,0,1,10,1.1483,0.8399
HVM-0982,W01,-10,0,1,10,1.1621,0.8541
HVM-0982,W01,-9,0,1,10,1.1721,0.8740
HVM-0982,W01,-8,0,1,10,1.1818,0.8816
HVM-0982,W01,-7,0,1,10,1.1880,0.8454
HVM-0982,W01,-6,0,1,10,1.1955,0.8828
HVM-0982,W01,-5,0,1,10,1.2022,0.8280
HVM-0982,W01,-4,0,1,10,1.2263,0.8813
HVM-0982,W01,-3,0,1,10,1.1541,0.8681
HVM-0982,W01,-2,0,1,10,1.1974,0.8553
HVM-0982,W01,-1,0,1,10,1.1884,0.8869
HVM-0982,W01,0,0,1,10,1.1929,0.8809
HVM-0982,W01,1,0,1,10,1.2170,0.8267
HVM-0982,W01,2,0,1,10,1.2483,0.8702
HVM-0982,W01,3,0,2,20,1.2022,0.8516
HVM-0982,W01,4,0,1,10,1.1895,0.8784
HVM-0982,W01,5,0,1,10,1.2099,0.8470
HVM-0982,W01,6,0,1,10,1.2088,0.9084
HVM-0982,W01,7,0,1,10,1.2292,0.9188
HVM-0982,W01,8,0,1,10,1.2377,0.9259
HVM-0982,W01,9,0,1,10,1.2260,0.8305
HVM-0982,W01,10,0,1,10,1.2311,0.8231
HVM-0982,W01,11,0,1,10,1.2868,0.8644
HVM-0982,W01,12,0,1,10,1.2796,0.8578
HVM-0982,W01,13,0,1,10,1.2398,0.9012
HVM-0982,W01,14,0,1,10,1.2350,0.8800
HVM-0982,W01,15,0,1,10,1.2383,0.8538
HVM-0982,W01,16,0,1,10,1.2468,0.9189
HVM-0982,W01,17,0,1,10,1.2529,0.9084
HVM-0982,W01,18,0,1,10,1.2407,0.8735
HVM-0982,W01,19,0,1,10,1.2666,0.9249
HVM-0982,W01,20,0,1,10,1.2471,0.9294
HVM-0982,W01,21,0,1,10,1.2537,0.8572
HVM-0982,W01,22,0,1,10,1.2584,0.9154
HVM-0982,W01,23,0,1,10,1.2985,0.8656
HVM-0982,W01,24,0,1,10,1.2344,0.8863
HVM-0982,W01,25,0,1,10,1.3014,0.8706
HVM-0982,W01,26,0,1,10,1.3457,0.9298
HVM-0982,W01,27,0,1,10,1.3323,0.9507
HVM-0982,W01,28,0,1,10,1.2906,0.9422
HVM-0982,W01,29,0,1,10,1.2933,0.9113
HVM-0982,W01,30,0,1,10,1.2895,0.9144
HVM-0982,W01,31,0,1,10,1.2757,0.9455
HVM-0982,W01,32,0,1,10,1.3247,0.9221
HVM-0982,W01,33,0,1,10,1.2761,0.9308
HVM-0982,W01,34,0,1,10,1.2950,0.9435
HVM-0982,W01,35,0,1,10,1.3168,0.9214
HVM-0982,W01,36,0,1,10,1.3524,0.8731
HVM-0982,W01,37,0,1,10,1.3424,0.9449
HVM-0982,W01,38,0,1,10,1.3191,0.9555
HVM-0982,W01,39,0,1,10,1.3072,0.9329
HVM-0982,W01,40,0,1,10,1.3350,0.9810
HVM-0982,W01,41,0,1,10,1.3216,0.9251
HVM-0982,W01,42,0,1,10,1.3058,0.9618
HVM-0982,W01,43,0,1,10,1.3336,0.9317
HVM-0982,W01,44,0,1,10,1.3473,0.9533
HVM-0982,W01,45,0,1,10,1.3371,0.9877
HVM-0982,W01,46,0,1,10,1.3345,0.9313
HVM-0982,W01,47,0,1,10,1.3724,0.9206
HVM-0982,W01,48,0,1,10,1.3207,0.9682
HVM-0982,W01,-48,1,1,10,1.0733,1.0066
HVM-0982,W01,-47,1,1,10,1.0149,0.9416
HVM-0982,W01,-46,1,1,10,1.1088,0.9262
HVM-0982,W01,-45,1,1,10,1.0623,0.9576
HVM-0982,W01,-44,1,1,10,1.0884,0.9435
HVM-0982,W01,-43,1,1,10,1.0648,0.9558
HVM-0982,W01,-42,1,1,10,1.0648,0.9475
HVM-0982,W01,-41,1,1,10,1.0830,0.9598
HVM-0982,W01,-40,1,1,10,1.1071,0.9359
HVM-0982,W01,-39,1,1,10,1.1229,0.9779
HVM-0982,W01,-38,1,2,20,1.1106,0.9729
HVM-0982,W01,-37,1,4,30,1.1131,0.9359
HVM-0982,W01,-36,1,1,10,1.0994,0.9230
HVM-0982,W01,-35,1,1,10,1.1178,0.8962
HVM-0982,W01,-34,1,1,10,1.0866,0.9486
HVM-0982,W01,-33,1,1,10,1.1020,0.9496
HVM-0982,W01,-32,1,1,10,1.1120,0.9519
HVM-0982,W01,-31,1,1,10,1.0877,0.8967
HVM-0982,W01,-30,1,1,10,1.1399,0.9485
HVM-0982,W01,-29,1,1,10,1.1303,0.8708
HVM-0982,W01,-28,1,1,10,1.0978,0.8915
HVM-0982,W01,-27,1,1,10,1.1122,0.8857
HVM-0982,W01,-26,1,1,10,1.1478,0.9471
HVM-0982,W01,-25,1,1,10,1.1424,0.9297
HVM-0982,W01,-24,1,1,10,1.1092,0.9292
HVM-0982,W01,-23,1,1,10,1.1304,0.8765
HVM-0982,W01,-22,1,1,10,1.1320,0.8787
HVM-0982,W01,-21,1,1,10,1.1132,0.8912
HVM-0982,W01,-20,1,1,10,1.1867,0.8358
HVM-0982,W01,-19,1,1,10,1.1140,0.8733
HVM-0982,W01,-18,1,1,10,1.1462,0.9019
HVM-0982,W01,-17,1,1,10,1.1363,0.9240
HVM-0982,W01,-16,1,1,10,1.1525,0.8573
HVM-0982,W01,-15,1,1,10,1.1429,0.9156
HVM-0982,W01,-14,1,1,10,1.1950,0.8628
HVM-0982,W01,-13,1,1,10,1.1661,0.8904
HVM-0982,W01,-12,1,1,10,1.1809,0.8374
HVM-0982,W01,-11,1,1,10,1.1948,0.9107
HVM-0982,W01,-10,1,1,10,1.1380,0.8433
HVM-0982,W01,-9,1,1,10,1.2117,0.8914
HVM-0982,W01,-8,1,1,10,1.1712,0.8861
HVM-0982,W01,-7,1,1,10,1.1703,0.8200
HVM-0982,W01,-6,1,1,10,1.1904,0.8263
HVM-0982,W01,-5,1,3,20,1.1681,0.8786
HVM-0982,W01,-4,1,1,10,1.1706,0.8584
HVM-0982,W01,-3,1,1,10,1.2159,0.8080
HVM-0982,W01,-2,1,1,10,1.2064,0.9153
HVM-0982,W01,-1,1,1,10,1.1705,0.8227
HVM-0982,W01,0,1,1,10,1.2339,0.8819
HVM-0982,W01,1,1,1,10,1.2040,0.8357
HVM-0982,W01,2,1,1,10,1.1799,0.8109
HVM-0982,W01,3,1,1,10,1.2422,0.8835
HVM-0982,W01,4,1,1,10,1.2524,0.8403
HVM-0982,W01,5,1,1,10,1.2360,0.9035
HVM-0982,W01,6,1,1,10,1.2024,0.8547
HVM-0982,W01,7,1,1,10,1.2265,0.8232
HVM-0982,W01,8,1,1,10,1.2611,0.8471
HVM-0982,W01,9,1,1,10,1.2315,0.8854
HVM-0982,W01,10,1,1,10,1.2308,0.8734
HVM-0982,W01,11,1,1,10,1.2365,0.8698
HVM-0982,W01,12,1,1,10,1.2593,0.8306
HVM-0982,W01,13,1,1,10,1.2159,0.8551
HVM-0982,W01,14,1,1,10,1.3135,0.9144
HVM-0982,W01,15,1,1,10,1.2544,0.8746
HVM-0982,W01,16,1,1,10,1.2512,0.8617
HVM-0982,W01,17,1,1,10,1.2404,0.9002
HVM-0982,W01,18,1,1,10,1.2645,0.8622
HVM-0982,W01,19,1,1,10,1.2557,0.9233
HVM-0982,W01,20,1,1,10,1.2536,0.9323
HVM-0982,W01,21,1,1,10,1.2457,0.8925
HVM-0982,W01,22,1,1,10,1.2551,0.9157
HVM-0982,W01,23,1,1,10,1.2668,0.8754
HVM-0982,W01,24,1,1,10,1.2239,0.9111
HVM-0982,W01,25,1,2,31,1.3280,0.9393
HVM-0982,W01,26,1,1,10,1.3004,0.9152
HVM-0982,W01,27,1,1,10,1.2945,0.9480
HVM-0982,W01,28,1,1,10,1.2456,0.8867
HVM-0982,W01,29,1,1,10,1.2972,0.9118
HVM-0982,W01,30,1,1,10,1.3336,0.9268
HVM-0982,W01,31,1,1,10,1.3249,0.9320
HVM-0982,W01,32,1,2,30,1.3006,0.9321
HVM-0982,W01,33,1,1,10,1.3090,0.9478
HVM-0982,W01,34,1,1,10,1.3424,0.9542
HVM-0982,W01,35,1,1,10,1.3376,0.9429
HVM-0982,W01,36,1,1,10,1.3006,0.9487
HVM-0982,W01,37,1,1,10,1.3329,0.9721
HVM-0982,W01,38,1,1,10,1.3329,0.9714
HVM-0982,W01,39,1,1,10,1.2966,0.9167
HVM-0982,W01,40,1,1,10,1.3733,0.9256
HVM-0982,W01,41,1,1,10,1.3446,0.9391
HVM-0982,W01,42,1,1,10,1.3223,0.9533
HVM-0982,W01,43,1,1,10,1.2991,0.9756
HVM-0982,W01,44,1,1,10,1.3195,0.9617
HVM-0982,W01,45,1,1,10,1.3416,0.9333
HVM-0982,W01,46,1,1,10,1.3415,0.9557
HVM-0982,W01,47,1,2,30,1.3483,0.9445
HVM-0982,W01,48,1,2,31,1.2952,0.9227
HVM-0982,W01,-48,2,2,20,1.0538,0.9520
HVM-0982,W01,-47,2,1,10,1.0816,1.0371
HVM-0982,W01,-46,2,4,21,1.0837,0.8970
HVM-0982,W01,-45,2,1,10,1.0573,0.9530
HVM-0982,W01,-44,2,1,10,1.0848,0.9437
HVM-0982,W01,-43,2,1,10,1.0747,1.0100
HVM-0982,W01,-42,2,1,10,1.0770,0.9620
HVM-0982,W01,-41,2,1,10,1.1151,0.9514
HVM-0982,W01,-40,2,1,10,1.1012,0.9168
HVM-0982,W01,-39,2,1,10,1.0682,0.9928
HVM-0982,W01,-38,2,1,10,1.1025,0.9405
HVM-0982,W01,-37,2,1,10,1.0940,0.9509
HVM-0982,W01,-36,2,1,10,1.0422,0.9192
HVM-0982,W01,-35,2,1,10,1.0876,0.9359
HVM-0982,W01,-34,2,1,10,1.1198,0.9287
HVM-0982,W01,-33,2,1,10,1.0674,0.9146
HVM-0982,W01,-32,2,1,10,1.1148,0.9195
HVM-0982,W01,-31,2,1,10,1.1266,0.9483
HVM-0982,W01,-30,2,1,10,1.1154,0.8893
HVM-0982,W01,-29,2,1,10,1.0686,0.9262
HVM-0982,W01,-28,2,1,10,1.0799,0.9243
HVM-0982,W01,-27,2,1,10,1.1164,0.8933
HVM-0982,W01,-26,2,1,10,1.1817,0.8496
HVM-0982,W01,-25,2,1,10,1.1435,0.8907
HVM-0982,W01,-24,2,1,10,1.1686,0.9153
HVM-0982,W01,-23,2,1,10,1.1313,0.9378
HVM-0982,W01,-22,2,1,10,1.1369,0.8820
HVM-0982,W01,-21,2,1,10,1.1734,0.8400
HVM-0982,W01,-20,2,1,10,1.1500,0.8956
HVM-0982,W01,-19,2,1,10,1.1355,0.9301
HVM-0982,W01,-18,2,1,10,1.1500,0.9282
HVM-0982,W01,-17,2,1,10,1.2036,0.8665
HVM-0982,W01,-16,2,1,10,1.1410,0.8743
HVM-0982,W01,-15,2,1,10,1.1807,0.8511
HVM-0982,W01,-14,2,1,10,1.1734,0.8767
HVM-0982,W01,-13,2,1,10,1.1924,0.8283
HVM-0982,W01,-12,2,1,10,1.1691,0.8587
HVM-0982,W01,-11,2,1,10,1.1880,0.8570
HVM-0982,W01,-10,2,1,10,1.1980,0.8595
HVM-0982,W01,-9,2,1,10,1.1967,0.8482
HVM-0982,W01,-8,2,1,10,1.1908,0.8987
HVM-0982,W01,-7,2,1,10,1.1786,0.8542
HVM-0982,W01,-6,2,1,10,1.2057,0.8674
HVM-0982,W01,-5,2,1,10,1.2012,0.8236
HVM-0982,W01,-4,2,1,10,1.1977,0.8278
HVM-0982,W01,-3,2,1,10,1.2438,0.8689
HVM-0982,W01,-2,2,1,10,1.2183,0.8582
HVM-0982,W01,-1,2,1,10,1.2051,0.8494
HVM-0982,W01,0,2,1,10,1.1862,0.8698
HVM-0982,W01,1,2,1,10,1.1678,0.9013
HVM-0982,W01,2,2,1,10,1.1962,0.8303
HVM-0982,W01,3,2,1,10,1.2484,0.8313
HVM-0982,W01,4,2,1,10,1.2457,0.8822
HVM-0982,W01,5,2,1,10,1.2064,0.8713
HVM-0982,W01,6,2,1,10,1.2652,0.8631
HVM-0982,W01,7,2,2,31,1.2457,0.8597
HVM-0982,W01,8,2,4,30,1.2442,0.8937
HVM-0982,W01,9,2,1,10,1.1904,0.8889
HVM-0982,W01,10,2,1,10,1.2379,0.8716
HVM-0982,W01,11,2,1,10,1.2127,0.8694
HVM-0982,W01,12,2,1,10,1.2393,0.9143
HVM-0982,W01,13,2,1,10,1.2335,0.9168
HVM-0982,W01,14,2,1,10,1.2328,0.8821
HVM-0982,W01,15,2,1,10,1.2300,0.9073
HVM-0982,W01,16,2,1,10,1.2809,0.9261
HVM-0982,W01,17,2,1,10,1.2871,0.8534
HVM-0982,W01,18,2,1,10,1.2741,0.8695
HVM-0982,W01,19,2,1,10,1.2331,0.9169
HVM-0982,W01,20,2,1,10,1.2614,0.9111
HVM-0982,W01,21,2,1,10,1.2715,0.9373
HVM-0982,W01,22,2,1,10,1.2792,0.8864
HVM-0982,W01,23,2,1,10,1.2521,0.8942
HVM-0982,W01,24,2,4,31,1.2971,0.8980
HVM-0982,W01,25,2,1,10,1.2905,0.8972
HVM-0982,W01,26,2,1,10,1.2950,0.8755
HVM-0982,W01,27,2,1,10,1.2952,0.9446
HVM-0982,W01,28,2,1,10,1.3000,0.9304
HVM-0982,W01,29,2,1,10,1.2821,0.9661
HVM-0982,W01,30,2,1,10,1.3096,0.9572
