lot,wafer,x,y,siteId,hbin,sbin,testdate,temp,testA,testB,testC
LOT123,W02,3,-12,31,1,10,2026-04-22,25,1.152,0.506,61.893
LOT123,W02,4,-12,32,1,10,2026-04-22,25,1.114,0.492,75.482
LOT123,W02,5,-12,33,1,10,2026-04-22,25,0.988,0.506,58.307
LOT123,W02,6,-12,34,1,10,2026-04-22,25,1.033,0.496,64.016
LOT123,W02,7,-12,35,1,10,2026-04-22,25,1.114,0.503,35.795
LOT123,W02,8,-12,36,1,10,2026-04-22,25,1.206,0.493,60.090
LOT123,W02,-9,-11,37,1,10,2026-04-22,25,0.955,0.484,39.753
LOT123,W02,-8,-11,38,1,10,2026-04-22,25,0.959,0.479,72.248
LOT123,W02,-7,-11,39,1,10,2026-04-22,25,0.974,0.493,65.792
LOT123,W02,-6,-11,40,1,10,2026-04-22,25,1.091,0.505,62.940
LOT123,W02,-5,-11,41,1,10,2026-04-22,25,1.000,0.504,61.973
LOT123,W02,-4,-11,42,1,10,2026-04-22,25,0.972,0.479,48.473
LOT123,W02,-3,-11,43,1,10,2026-04-22,25,1.058,0.541,43.991
LOT123,W02,-2,-11,44,1,10,2026-04-22,25,1.092,0.481,65.943
LOT123,W02,-1,-11,45,1,10,2026-04-22,25,1.194,0.512,37.018
LOT123,W02,0,-11,46,1,10,2026-04-22,25,1.124,0.474,43.837
LOT123,W02,1,-11,47,1,10,2026-04-22,25,0.920,0.516,44.861
LOT123,W02,2,-11,48,1,10,2026-04-22,25,1.087,0.503,32.570
LOT123,W02,3,-11,49,1,10,2026-04-22,25,1.037,0.482,56.504
LOT123,W02,4,-11,50,1,10,2026-04-22,25,0.924,0.484,44.436
LOT123,W02,5,-11,51,1,10,2026-04-22,25,1.070,0.494,51.784
LOT123,W02,6,-11,52,1,10,2026-04-22,25,0.965,0.523,58.943
LOT123,W02,7,-11,53,2,20,2026-04-22,25,1.042,0.468,44.664
LOT123,W02,8,-11,54,1,10,2026-04-22,25,0.912,0.469,41.609
LOT123,W02,9,-11,55,1,10,2026-04-22,25,1.107,0.493,43.952
LOT123,W02,-10,-10,56,1,10,2026-04-22,25,0.996,0.538,67.158
LOT123,W02,-9,-10,57,1,10,2026-04-22,25,1.085,0.502,49.466
LOT123,W02,-8,-10,58,1,10,2026-04-22,25,1.193,0.487,39.727
LOT123,W02,-7,-10,59,1,10,2026-04-22,25,1.079,0.495,67.851
LOT123,W02,-6,-10,60,1,10,2026-04-22,25,0.981,0.486,56.023
LOT123,W02,-5,-10,61,1,10,2026-04-22,25,1.075,0.484,62.124
LOT123,W02,-4,-10,62,1,10,2026-04-22,25,1.272,0.494,48.937
LOT123,W02,-3,-10,63,2,20,2026-04-22,25,1.302,0.495,42.978
LOT123,W02,-2,-10,64,1,10,2026-04-22,25,1.053,0.480,53.353
LOT123,W02,-1,-10,65,1,10,2026-04-22,25,0.965,0.502,43.912
LOT123,W02,0,-10,66,1,10,2026-04-22,25,1.072,0.482,27.229
LOT123,W02,1,-10,67,1,10,2026-04-22,25,1.216,0.484,63.201
LOT123,W02,2,-10,68,1,10,2026-04-22,25,0.875,0.483,71.818
LOT123,W02,3,-10,69,1,10,2026-04-22,25,1.054,0.486,65.286
LOT123,W02,4,-10,70,1,10,2026-04-22,25,1.056,0.489,49.845
LOT123,W02,5,-10,71,1,10,2026-04-22,25,1.127,0.488,44.030
LOT123,W02,6,-10,72,1,10,2026-04-22,25,1.205,0.475,30.067
LOT123,W02,7,-10,73,2,20,2026-04-22,25,1.060,0.515,47.588
LOT123,W02,8,-10,74,1,10,2026-04-22,25,1.067,0.486,70.682
LOT123,W02,9,-10,75,1,10,2026-04-22,25,1.124,0.472,47.387
LOT123,W02,10,-10,76,1,10,2026-04-22,25,1.234,0.502,72.522
LOT123,W02,-11,-9,77,1,10,2026-04-22,25,1.107,0.490,61.830
LOT123,W02,-10,-9,78,1,10,2026-04-22,25,1.207,0.474,50.286
LOT123,W02,-9,-9,79,1,10,2026-04-22,25,1.076,0.480,45.554
LOT123,W02,-8,-9,80,4,45,2026-04-22,25,1.109,0.493,36.324
LOT123,W02,-7,-9,81,1,10,2026-04-22,25,1.042,0.487,62.753
LOT123,W02,-6,-9,82,1,10,2026-04-22,25,1.139,0.493,55.098
LOT123,W02,-5,-9,83,1,10,2026-04-22,25,0.897,0.513,32.032
LOT123,W02,-4,-9,84,1,10,2026-04-22,25,1.057,0.522,42.444
LOT123,W02,-3,-9,85,1,10,2026-04-22,25,1.033,0.500,67.237
LOT123,W02,-2,-9,86,1,10,2026-04-22,25,1.191,0.500,37.629
LOT123,W02,-1,-9,87,1,10,2026-04-22,25,0.991,0.498,61.425
LOT123,W02,0,-9,88,1,10,2026-04-22,25,0.919,0.509,50.844
LOT123,W02,1,-9,89,1,10,2026-04-22,25,1.068,0.493,37.794
LOT123,W02,2,-9,90,1,10,2026-04-22,25,0.983,0.498,52.295
LOT123,W02,3,-9,91,1,10,2026-04-22,25,1.094,0.474,34.480
LOT123,W02,4,-9,92,1,10,2026-04-22,25,1.020,0.499,49.580
LOT123,W02,5,-9,93,1,10,2026-04-22,25,1.044,0.522,54.004
LOT123,W02,6,-9,94,1,10,2026-04-22,25,1.041,0.459,49.974
LOT123,W02,7,-9,95,1,10,2026-04-22,25,1.232,0.481,50.791
LOT123,W02,8,-9,96,1,10,2026-04-22,25,1.072,0.487,55.372
LOT123,W02,9,-9,97,1,10,2026-04-22,25,0.956,0.456,70.523
LOT123,W02,10,-9,98,1,10,2026-04-22,25,1.033,0.488,64.887
LOT123,W02,11,-9,99,1,10,2026-04-22,25,1.194,0.462,49.541
LOT123,W02,-12,-8,100,1,10,2026-04-22,25,1.053,0.486,70.994
LOT123,W02,-11,-8,101,1,10,2026-04-22,25,1.076,0.509,50.729
LOT123,W02,-10,-8,102,1,10,2026-04-22,25,1.095,0.487,80.258
LOT123,W02,-9,-8,103,1,10,2026-04-22,25,1.071,0.475,48.929
LOT123,W02,-8,-8,104,1,10,2026-04-22,25,0.945,0.460,26.369
LOT123,W02,-7,-8,105,1,10,2026-04-22,25,0.872,0.489,58.295
LOT123,W02,-6,-8,106,2,20,2026-04-22,25,1.168,0.500,64.730
LOT123,W02,-5,-8,107,1,10,2026-04-22,25,1.071,0.527,30.958
LOT123,W02,-4,-8,108,2,20,2026-04-22,25,1.057,0.470,46.503
LOT123,W02,-3,-8,109,1,10,2026-04-22,25,1.010,0.499,59.199
LOT123,W02,-2,-8,110,1,10,2026-04-22,25,1.025,0.476,45.946
LOT123,W02,-1,-8,111,1,10,2026-04-22,25,1.152,0.549,46.947
LOT123,W02,0,-8,112,1,10,2026-04-22,25,1.087,0.480,56.883
LOT123,W02,1,-8,113,2,20,2026-04-22,25,0.982,0.504,56.632
LOT123,W02,2,-8,114,2,20,2026-04-22,25,1.058,0.470,78.107
LOT123,W02,3,-8,115,1,10,2026-04-22,25,1.054,0.463,53.669
LOT123,W02,4,-8,116,2,20,2026-04-22,25,1.082,0.494,55.511
LOT123,W02,5,-8,117,1,10,2026-04-22,25,1.123,0.511,34.681
LOT123,W02,6,-8,118,1,10,2026-04-22,25,1.128,0.508,67.508
LOT123,W02,7,-8,119,1,10,2026-04-22,25,1.072,0.496,43.245
LOT123,W02,8,-8,120,1,10,2026-04-22,25,0.971,0.434,39.017
LOT123,W02,9,-8,121,1,10,2026-04-22,25,1.104,0.500,64.673
LOT123,W02,10,-8,122,2,20,2026-04-22,25,0.953,0.454,62.721
LOT123,W02,11,-8,123,2,20,2026-04-22,25,1.141,0.500,64.055
LOT123,W02,12,-8,124,1,10,2026-04-22,25,0.749,0.508,52.590
LOT123,W02,-12,-7,125,1,10,2026-04-22,25,1.002,0.484,61.059
LOT123,W02,-11,-7,126,1,10,2026-04-22,25,1.084,0.509,61.480
LOT123,W02,-10,-7,127,1,10,2026-04-22,25,0.996,0.499,39.317
LOT123,W02,-9,-7,128,1,10,2026-04-22,25,1.236,0.532,42.040
LOT123,W02,-8,-7,129,1,10,2026-04-22,25,1.130,0.536,50.507
LOT123,W02,-7,-7,130,1,10,2026-04-22,25,0.990,0.476,46.248
LOT123,W02,-6,-7,131,1,10,2026-04-22,25,1.059,0.495,43.309
LOT123,W02,-5,-7,132,1,10,2026-04-22,25,1.081,0.487,70.428
LOT123,W02,-4,-7,133,1,10,2026-04-22,25,1.159,0.461,48.476
LOT123,W02,-3,-7,134,1,10,2026-04-22,25,1.163,0.472,58.171
LOT123,W02,-2,-7,135,1,10,2026-04-22,25,1.045,0.492,44.572
LOT123,W02,-1,-7,136,1,10,2026-04-22,25,1.031,0.469,44.408
LOT123,W02,0,-7,137,1,10,2026-04-22,25,1.163,0.475,62.755
LOT123,W02,1,-7,138,1,10,2026-04-22,25,1.010,0.493,33.863
LOT123,W02,2,-7,139,3,40,2026-04-22,25,1.017,0.492,67.121
LOT123,W02,3,-7,140,1,10,2026-04-22,25,1.175,0.458,52.889
LOT123,W02,4,-7,141,1,10,2026-04-22,25,0.955,0.472,58.700
LOT123,W02,5,-7,142,1,10,2026-04-22,25,0.943,0.492,67.887
LOT123,W02,6,-7,143,1,10,2026-04-22,25,0.935,0.492,51.878
LOT123,W02,7,-7,144,1,10,2026-04-22,25,1.323,0.488,41.869
LOT123,W02,8,-7,145,1,10,2026-04-22,25,0.918,0.487,39.245
LOT123,W02,9,-7,146,1,10,2026-04-22,25,1.080,0.486,50.381
LOT123,W02,10,-7,147,1,10,2026-04-22,25,0.955,0.476,39.327
LOT123,W02,11,-7,148,1,10,2026-04-22,25,1.053,0.482,56.641
LOT123,W02,12,-7,149,1,10,2026-04-22,25,1.024,0.525,63.460
LOT123,W02,-13,-6,150,1,10,2026-04-22,25,1.238,0.496,67.195
LOT123,W02,-12,-6,151,1,10,2026-04-22,25,1.122,0.482,59.156
LOT123,W02,-11,-6,152,1,10,2026-04-22,25,1.116,0.493,55.390
LOT123,W02,-10,-6,153,3,40,2026-04-22,25,1.014,0.461,54.642
LOT123,W02,-9,-6,154,1,10,2026-04-22,25,0.975,0.511,65.738
LOT123,W02,-8,-6,155,1,10,2026-04-22,25,0.882,0.491,46.328
LOT123,W02,-7,-6,156,1,10,2026-04-22,25,1.059,0.481,47.788
LOT123,W02,-6,-6,157,1,10,2026-04-22,25,1.101,0.491,58.306
LOT123,W02,-5,-6,158,4,45,2026-04-22,25,0.931,0.471,31.240
LOT123,W02,-4,-6,159,1,10,2026-04-22,25,1.006,0.496,57.886
LOT123,W02,-3,-6,160,1,10,2026-04-22,25,1.144,0.450,35.306
LOT123,W02,-2,-6,161,1,10,2026-04-22,25,1.155,0.466,52.367
LOT123,W02,-1,-6,162,1,10,2026-04-22,25,0.944,0.501,48.134
LOT123,W02,0,-6,163,1,10,2026-04-22,25,1.240,0.520,63.646
LOT123,W02,1,-6,164,1,10,2026-04-22,25,1.082,0.495,46.050
LOT123,W02,2,-6,165,1,10,2026-04-22,25,0.958,0.521,86.494
LOT123,W02,3,-6,166,1,10,2026-04-22,25,1.102,0.531,59.283
LOT123,W02,4,-6,167,1,10,2026-04-22,25,1.123,0.477,32.226
LOT123,W02,5,-6,168,1,10,2026-04-22,25,1.160,0.522,47.488
LOT123,W02,6,-6,169,1,10,2026-04-22,25,1.131,0.507,64.532
LOT123,W02,7,-6,170,1,10,2026-04-22,25,1.027,0.509,40.692
LOT123,W02,8,-6,171,1,10,2026-04-22,25,1.088,0.478,66.971
LOT123,W02,9,-6,172,4,45,2026-04-22,25,1.009,0.485,56.873
LOT123,W02,10,-6,173,1,10,2026-04-22,25,1.046,0.507,43.006
LOT123,W02,11,-6,174,1,10,2026-04-22,25,1.100,0.453,64.127
LOT123,W02,12,-6,175,1,10,2026-04-22,25,1.015,0.539,68.312
LOT123,W02,13,-6,176,1,10,2026-04-22,25,1.148,0.507,70.879
LOT123,W02,-13,-5,177,2,20,2026-04-22,25,1.341,0.486,65.472
LOT123,W02,-12,-5,178,2,20,2026-04-22,25,1.003,0.492,56.032
LOT123,W02,-11,-5,179,1,10,2026-04-22,25,1.127,0.490,57.791
LOT123,W02,-10,-5,180,1,10,2026-04-22,25,1.080,0.477,73.257
LOT123,W02,-9,-5,181,1,10,2026-04-22,25,1.010,0.505,66.231
LOT123,W02,-8,-5,182,1,10,2026-04-22,25,1.234,0.495,71.697
LOT123,W02,-7,-5,183,1,10,2026-04-22,25,0.910,0.466,39.028
LOT123,W02,-6,-5,184,1,10,2026-04-22,25,0.931,0.503,65.161
LOT123,W02,-5,-5,185,1,10,2026-04-22,25,1.061,0.434,54.980
LOT123,W02,-4,-5,186,1,10,2026-04-22,25,0.992,0.523,76.415
LOT123,W02,-3,-5,187,1,10,2026-04-22,25,0.963,0.463,48.416
LOT123,W02,-2,-5,188,1,10,2026-04-22,25,0.975,0.495,43.074
LOT123,W02,-1,-5,189,1,10,2026-04-22,25,1.136,0.502,29.411
LOT123,W02,0,-5,190,1,10,2026-04-22,25,1.042,0.482,70.768
LOT123,W02,1,-5,191,1,10,2026-04-22,25,0.963,0.521,68.480
LOT123,W02,2,-5,192,1,10,2026-04-22,25,1.005,0.532,55.513
LOT123,W02,3,-5,193,1,10,2026-04-22,25,1.140,0.488,49.215
LOT123,W02,4,-5,194,1,10,2026-04-22,25,1.153,0.511,68.408
LOT123,W02,5,-5,195,1,10,2026-04-22,25,1.158,0.503,66.128
LOT123,W02,6,-5,196,2,20,2026-04-22,25,0.986,0.472,72.958
LOT123,W02,7,-5,197,1,10,2026-04-22,25,0.876,0.522,42.378
LOT123,W02,8,-5,198,1,10,2026-04-22,25,1.188,0.470,61.665
LOT123,W02,9,-5,199,2,20,2026-04-22,25,1.173,0.510,52.545
LOT123,W02,10,-5,200,1,10,2026-04-22,25,1.017,0.492,71.420
LOT123,W02,11,-5,201,2,20,2026-04-22,25,1.098,0.497,66.064
LOT123,W02,12,-5,202,1,10,2026-04-22,25,1.150,0.492,69.967
LOT123,W02,13,-5,203,2,20,2026-04-22,25,0.893,0.496,56.009
LOT123,W02,-13,-4,204,1,10,2026-04-22,25,1.020,0.493,49.335
LOT123,W02,-12,-4,205,1,10,2026-04-22,25,1.018,0.486,48.518
LOT123,W02,-11,-4,206,1,10,2026-04-22,25,0.897,0.530,56.987
LOT123,W02,-10,-4,207,2,20,2026-04-22,25,1.097,0.514,54.223
LOT123,W02,-9,-4,208,1,10,2026-04-22,25,1.044,0.478,82.532
LOT123,W02,-8,-4,209,1,10,2026-04-22,25,1.118,0.503,66.893
LOT123,W02,-7,-4,210,1,10,2026-04-22,25,1.048,0.489,67.434
LOT123,W02,-6,-4,211,1,10,2026-04-22,25,1.089,0.512,38.766
LOT123,W02,-5,-4,212,1,10,2026-04-22,25,0.885,0.481,45.227
LOT123,W02,-4,-4,213,1,10,2026-04-22,25,0.999,0.489,41.350
LOT123,W02,-3,-4,214,3,40,2026-04-22,25,0.946,0.526,46.049
LOT123,W02,-2,-4,215,1,10,2026-04-22,25,0.951,0.489,51.536
LOT123,W02,-1,-4,216,1,10,2026-04-22,25,1.145,0.495,74.309
LOT123,W02,0,-4,217,1,10,2026-04-22,25,0.960,0.500,45.942
LOT123,W02,1,-4,218,1,10,2026-04-22,25,1.190,0.492,56.337
LOT123,W02,2,-4,219,1,10,2026-04-22,25,0.975,0.540,67.053
LOT123,W02,3,-4,220,1,10,2026-04-22,25,1.008,0.499,38.505
LOT123,W02,4,-4,221,1,10,2026-04-22,25,1.100,0.486,72.000
LOT123,W02,5,-4,222,1,10,2026-04-22,25,1.056,0.489,64.558
LOT123,W02,6,-4,223,1,10,2026-04-22,25,1.017,0.516,33.310
LOT123,W02,7,-4,224,1,10,2026-04-22,25,0.951,0.491,46.241
LOT123,W02,8,-4,225,1,10,2026-04-22,25,1.046,0.517,29.071
LOT123,W02,9,-4,226,1,10,2026-04-22,25,1.079,0.501,37.180
LOT123,W02,10,-4,227,1,10,2026-04-22,25,1.041,0.473,60.801
LOT123,W02,11,-4,228,1,10,2026-04-22,25,1.101,0.508,56.002
LOT123,W02,12,-4,229,1,10,2026-04-22,25,1.001,0.468,51.234
LOT123,W02,13,-4,230,1,10,2026-04-22,25,1.076,0.498,30.998
LOT123,W02,-14,-3,231,1,10,2026-04-22,25,1.177,0.503,44.502
LOT123,W02,-13,-3,232,1,10,2026-04-22,25,1.112,0.478,59.018
LOT123,W02,-12,-3,233,1,10,2026-04-22,25,0.768,0.499,43.901
LOT123,W02,-11,-3,234,1,10,2026-04-22,25,1.092,0.469,65.590
LOT123,W02,-10,-3,235,1,10,2026-04-22,25,0.942,0.460,33.380
LOT123,W02,-9,-3,236,2,20,2026-04-22,25,1.092,0.466,52.085
LOT123,W02,-8,-3,237,1,10,2026-04-22,25,0.937,0.475,41.437
LOT123,W02,-7,-3,238,1,10,2026-04-22,25,1.063,0.494,65.911
LOT123,W02,-6,-3,239,1,10,2026-04-22,25,1.063,0.513,75.131
LOT123,W02,-5,-3,240,1,10,2026-04-22,25,0.795,0.498,48.032
LOT123,W02,-4,-3,241,1,10,2026-04-22,25,1.008,0.480,64.557
LOT123,W02,-3,-3,242,1,10,2026-04-22,25,1.127,0.496,84.982
LOT123,W02,-2,-3,243,1,10,2026-04-22,25,1.001,0.476,44.982
LOT123,W02,-1,-3,244,3,40,2026-04-22,25,1.125,0.482,58.979
LOT123,W02,0,-3,245,1,10,2026-04-22,25,0.841,0.525,67.164
LOT123,W02,1,-3,246,1,10,2026-04-22,25,1.052,0.506,75.585
LOT123,W02,2,-3,247,1,10,2026-04-22,25,0.931,0.506,61.563
LOT123,W02,3,-3,248,1,10,2026-04-22,25,1.165,0.471,69.459
LOT123,W02,4,-3,249,2,20,2026-04-22,25,1.033,0.464,53.258
LOT123,W02,5,-3,250,1,10,2026-04-22,25,1.067,0.447,74.875
LOT123,W02,6,-3,251,1,10,2026-04-22,25,1.100,0.493,45.204
LOT123,W02,7,-3,252,1,10,2026-04-22,25,1.006,0.496,38.859
LOT123,W02,8,-3,253,1,10,2026-04-22,25,0.899,0.481,33.075
LOT123,W02,9,-3,254,1,10,2026-04-22,25,1.186,0.473,54.615
LOT123,W02,10,-3,255,1,10,2026-04-22,25,1.049,0.501,34.234
LOT123,W02,11,-3,256,1,10,2026-04-22,25,1.059,0.511,45.148
LOT123,W02,12,-3,257,1,10,2026-04-22,25,1.095,0.463,57.378
LOT123,W02,13,-3,258,4,45,2026-04-22,25,1.077,0.508,62.163
LOT123,W02,14,-3,259,2,20,2026-04-22,25,1.179,0.469,59.200
LOT123,W02,-14,-2,260,2,20,2026-04-22,25,0.990,0.476,63.126
LOT123,W02,-13,-2,261,1,10,2026-04-22,25,1.072,0.474,63.361
LOT123,W02,-12,-2,262,1,10,2026-04-22,25,1.009,0.521,55.586
LOT123,W02,-11,-2,263,1,10,2026-04-22,25,1.117,0.463,57.121
LOT123,W02,-10,-2,264,3,40,2026-04-22,25,0.974,0.495,65.290
LOT123,W02,-9,-2,265,1,10,2026-04-22,25,1.140,0.517,59.326
LOT123,W02,-8,-2,266,1,10,2026-04-22,25,1.048,0.512,54.744
LOT123,W02,-7,-2,267,2,20,2026-04-22,25,1.124,0.521,48.555
LOT123,W02,-6,-2,268,1,10,2026-04-22,25,0.940,0.462,58.116
LOT123,W02,-5,-2,269,1,10,2026-04-22,25,1.059,0.486,44.942
LOT123,W02,-4,-2,270,1,10,2026-04-22,25,1.117,0.466,61.538
LOT123,W02,-3,-2,271,1,10,2026-04-22,25,1.066,0.506,41.521
LOT123,W02,-2,-2,272,1,10,2026-04-22,25,1.080,0.511,62.649
LOT123,W02,-1,-2,273,1,10,2026-04-22,25,1.079,0.476,41.834
LOT123,W02,0,-2,274,1,10,2026-04-22,25,1.179,0.465,37.014
LOT123,W02,1,-2,275,1,10,2026-04-22,25,1.020,0.501,68.382
LOT123,W02,2,-2,276,1,10,2026-04-22,25,0.994,0.495,66.351
LOT123,W02,3,-2,277,1,10,2026-04-22,25,1.162,0.483,44.899
LOT123,W02,4,-2,278,1,10,2026-04-22,25,0.994,0.487,27.823
LOT123,W02,5,-2,279,1,10,2026-04-22,25,0.973,0.487,59.002
LOT123,W02,6,-2,280,3,40,2026-04-22,25,1.021,0.474,29.345
LOT123,W02,7,-2,281,1,10,2026-04-22,25,0.979,0.450,60.590
LOT123,W02,8,-2,282,1,10,2026-04-22,25,0.985,0.470,61.817
LOT123,W02,9,-2,283,1,10,2026-04-22,25,1.128,0.490,32.274
LOT123,W02,10,-2,284,1,10,2026-04-22,25,1.143,0.505,46.841
LOT123,W02,11,-2,285,1,10,2026-04-22,25,1.041,0.474,31.768
LOT123,W02,12,-2,286,1,10,2026-04-22,25,1.073,0.473,63.201
LOT123,W02,13,-2,287,1,10,2026-04-22,25,1.138,0.478,34.983
LOT123,W02,14,-2,288,1,10,2026-04-22,25,1.120,0.500,61.301
LOT123,W02,-14,-1,289,1,10,2026-04-22,25,0.832,0.480,67.166
LOT123,W02,-13,-1,290,4,45,2026-04-22,25,1.022,0.485,57.070
LOT123,W02,-12,-1,291,1,10,2026-04-22,25,1.000,0.497,51.990
LOT123,W02,-11,-1,292,1,10,2026-04-22,25,1.103,0.499,78.128
LOT123,W02,-10,-1,293,3,40,2026-04-22,25,1.104,0.520,34.692
LOT123,W02,-9,-1,294,1,10,2026-04-22,25,0.876,0.483,64.073
LOT123,W02,-8,-1,295,1,10,2026-04-22,25,0.991,0.450,48.183
LOT123,W02,-7,-1,296,1,10,2026-04-22,25,1.408,0.492,58.020
LOT123,W02,-6,-1,297,2,20,2026-04-22,25,1.026,0.484,49.257
LOT123,W02,-5,-1,298,1,10,2026-04-22,25,0.940,0.473,63.412
LOT123,W02,-4,-1,299,1,10,2026-04-22,25,0.965,0.540,65.586
LOT123,W02,-3,-1,300,1,10,2026-04-22,25,1.102,0.491,63.843
LOT123,W02,-2,-1,301,1,10,2026-04-22,25,1.080,0.497,61.952
LOT123,W02,-1,-1,302,3,40,2026-04-22,25,1.131,0.467,58.873
LOT123,W02,0,-1,303,1,10,2026-04-22,25,1.174,0.527,62.361
LOT123,W02,1,-1,304,1,10,2026-04-22,25,0.955,0.509,56.289
LOT123,W02,2,-1,305,1,10,2026-04-22,25,1.000,0.471,50.510
LOT123,W02,3,-1,306,1,10,2026-04-22,25,1.208,0.457,32.815
LOT123,W02,4,-1,307,1,10,2026-04-22,25,1.010,0.461,43.570
LOT123,W02,5,-1,308,1,10,2026-04-22,25,1.226,0.506,69.080
LOT123,W02,6,-1,309,1,10,2026-04-22,25,0.938,0.422,34.578
LOT123,W02,7,-1,310,1,10,2026-04-22,25,1.200,0.515,48.367
LOT123,W02,8,-1,311,1,10,2026-04-22,25,1.115,0.478,36.608
LOT123,W02,9,-1,312,1,10,2026-04-22,25,1.246,0.485,69.606
LOT123,W02,10,-1,313,1,10,2026-04-22,25,1.080,0.500,44.691
LOT123,W02,11,-1,314,2,20,2026-04-22,25,1.008,0.526,59.621
LOT123,W02,12,-1,315,1,10,2026-04-22,25,1.002,0.489,39.978
LOT123,W02,13,-1,316,1,10,2026-04-22,25,0.987,0.492,42.948
LOT123,W02,14,-1,317,1,10,2026-04-22,25,0.988,0.489,64.123
LOT123,W02,-14,0,318,1,10,2026-04-22,25,1.024,0.498,38.727
LOT123,W02,-13,0,319,1,10,2026-04-22,25,1.021,0.465,72.948
LOT123,W02,-12,0,320,1,10,2026-04-22,25,0.974,0.538,45.213
LOT123,W02,-11,0,321,1,10,2026-04-22,25,1.132,0.465,25.425
LOT123,W02,-10,0,322,1,10,2026-04-22,25,1.039,0.479,46.173
LOT123,W02,-9,0,323,1,10,2026-04-22,25,1.116,0.511,47.639
LOT123,W02,-8,0,324,1,10,2026-04-22,25,1.144,0.505,43.726
LOT123,W02,-7,0,325,1,10,2026-04-22,25,1.002,0.449,78.235
LOT123,W02,-6,0,326,1,10,2026-04-22,25,0.843,0.532,46.300
LOT123,W02,-5,0,327,1,10,2026-04-22,25,1.016,0.503,38.340
LOT123,W02,-4,0,328,1,10,2026-04-22,25,1.058,0.486,46.484
LOT123,W02,-3,0,329,1,10,2026-04-22,25,1.249,0.514,38.697
LOT123,W02,-2,0,330,1,10,2026-04-22,25,0.886,0.488,56.972
LOT123,W02,-1,0,331,1,10,2026-04-22,25,0.899,0.455,47.759
LOT123,W02,0,0,332,1,10,2026-04-22,25,1.001,0.501,54.826
LOT123,W02,1,0,333,1,10,2026-04-22,25,1.006,0.498,44.704
LOT123,W02,2,0,334,1,10,2026-04-22,25,0.999,0.445,72.990
LOT123,W02,3,0,335,1,10,2026-04-22,25,1.181,0.517,53.904
LOT123,W02,4,0,336,1,10,2026-04-22,25,1.080,0.538,55.944
LOT123,W02,5,0,337,2,20,2026-04-22,25,1.069,0.505,50.910
LOT123,W02,6,0,338,1,10,2026-04-22,25,0.995,0.477,31.344
LOT123,W02,7,0,339,1,10,2026-04-22,25,0.921,0.498,32.752
LOT123,W02,8,0,340,1,10,2026-04-22,25,0.930,0.524,46.456
LOT123,W02,9,0,341,1,10,2026-04-22,25,0.937,0.480,81.465
LOT123,W02,10,0,342,1,10,2026-04-22,25,0.898,0.512,38.963
LOT123,W02,11,0,343,1,10,2026-04-22,25,1.270,0.482,69.154
LOT123,W02,12,0,344,1,10,2026-04-22,25,1.205,0.488,47.210
LOT123,W02,13,0,345,1,10,2026-04-22,25,0.913,0.537,71.775
LOT123,W02,14,0,346,2,20,2026-04-22,25,1.063,0.475,56.060
LOT123,W02,-14,1,347,3,40,2026-04-22,25,1.014,0.507,67.235
LOT123,W02,-13,1,348,1,10,2026-04-22,25,1.004,0.511,58.724
LOT123,W02,-12,1,349,1,10,2026-04-22,25,0.998,0.503,42.618
LOT123,W02,-11,1,350,1,10,2026-04-22,25,1.131,0.483,38.507
LOT123,W02,-10,1,351,1,10,2026-04-22,25,0.997,0.514,62.875
LOT123,W02,-9,1,352,1,10,2026-04-22,25,1.062,0.492,39.418
LOT123,W02,-8,1,353,1,10,2026-04-22,25,1.170,0.492,45.944
LOT123,W02,-7,1,354,1,10,2026-04-22,25,1.179,0.485,50.599
LOT123,W02,-6,1,355,1,10,2026-04-22,25,0.930,0.484,66.093
LOT123,W02,-5,1,356,1,10,2026-04-22,25,1.013,0.489,55.215
LOT123,W02,-4,1,357,1,10,2026-04-22,25,1.160,0.517,37.575
LOT123,W02,-3,1,358,1,10,2026-04-22,25,1.018,0.483,72.127
LOT123,W02,-2,1,359,1,10,2026-04-22,25,1.125,0.480,50.230
LOT123,W02,-1,1,360,1,10,2026-04-22,25,1.197,0.521,59.966
LOT123,W02,0,1,361,1,10,2026-04-22,25,1.202,0.515,65.556
LOT123,W02,1,1,362,3,40,2026-04-22,25,0.994,0.508,44.050
LOT123,W02,2,1,363,1,10,2026-04-22,25,0.898,0.474,67.849
LOT123,W02,3,1,364,1,10,2026-04-22,25,1.196,0.473,58.297
LOT123,W02,4,1,365,3,40,2026-04-22,25,1.061,0.468,54.310
LOT123,W02,5,1,366,1,10,2026-04-22,25,1.076,0.530,58.793
LOT123,W02,6,1,367,1,10,2026-04-22,25,1.165,0.502,54.561
LOT123,W02,7,1,368,1,10,2026-04-22,25,1.184,0.454,56.743
LOT123,W02,8,1,369,2,20,2026-04-22,25,0.911,0.500,77.302
LOT123,W02,9,1,370,1,10,2026-04-22,25,0.975,0.508,51.116
LOT123,W02,10,1,371,1,10,2026-04-22,25,1.136,0.491,47.322
LOT123,W02,11,1,372,1,10,2026-04-22,25,0.856,0.500,60.561
LOT123,W02,12,1,373,1,10,2026-04-22,25,1.099,0.499,58.175
LOT123,W02,13,1,374,1,10,2026-04-22,25,1.140,0.496,60.655
LOT123,W02,14,1,375,1,10,2026-04-22,25,1.203,0.493,55.866
LOT123,W02,-14,2,376,1,10,2026-04-22,25,0.954,0.456,49.079
