# Exported from ATE system v4.2.1
# Lot: PILOT-LOT-001, Product: "Widget, Mark II"
# DO NOT EDIT — auto-generated
x,y,hbin,sbin,wafer,lot,product,note
-20,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-19,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-18,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-17,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-16,-1,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-15,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-14,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-13,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-12,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-11,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-10,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-9,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-8,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-7,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-6,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-5,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-4,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-3,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-2,-1,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-1,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
0,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
1,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
2,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
3,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
4,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
5,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
6,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
7,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
8,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
9,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
10,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
11,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
12,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
13,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
14,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
15,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
16,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
17,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
18,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
19,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
20,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
21,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
22,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
23,-1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-23,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-22,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-21,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-20,0,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-19,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-18,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-17,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-16,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-15,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-14,0,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-13,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-12,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-11,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-10,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-9,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-8,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-7,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-6,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-5,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-4,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-3,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-2,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-1,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
0,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
1,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
2,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
3,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
4,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
5,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
6,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
7,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
8,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
9,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
10,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
11,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
12,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
13,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
14,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
15,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
16,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
17,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
18,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
19,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
20,0,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
21,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
22,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
23,0,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-23,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-22,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-21,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-20,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-19,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-18,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-17,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-16,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-15,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-14,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-13,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-12,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-11,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-10,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-9,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-8,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-7,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-6,1,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-5,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-4,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-3,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-2,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-1,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
0,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
1,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
2,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
3,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
4,1,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
5,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
6,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
7,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
8,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
9,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
10,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
11,1,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
12,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
13,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
14,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
15,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
16,1,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
17,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
18,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
19,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
20,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
21,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
22,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
23,1,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-23,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-22,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-21,2,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-20,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-19,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-18,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-17,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-16,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-15,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-14,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-13,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-12,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-11,2,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-10,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-9,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-8,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-7,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-6,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-5,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-4,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-3,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-2,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-1,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
0,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
1,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
2,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
3,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
4,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
5,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
6,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
7,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
8,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
9,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
10,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
11,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
12,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
13,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
14,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
15,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
16,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
17,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
18,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
19,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
20,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
21,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
22,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
23,2,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-23,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-22,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-21,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-20,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-19,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-18,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-17,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-16,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-15,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-14,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-13,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-12,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-11,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-10,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-9,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-8,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-7,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-6,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-5,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-4,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-3,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-2,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-1,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
0,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
1,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
2,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
3,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
4,3,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
5,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
6,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
7,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
8,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
9,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
10,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
11,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
12,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
13,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
14,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
15,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
16,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
17,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
18,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
19,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
20,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
21,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
22,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
23,3,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-22,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-21,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-20,4,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-19,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-18,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-17,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-16,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-15,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-14,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-13,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-12,4,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-11,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-10,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-9,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-8,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-7,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-6,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-5,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-4,4,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-3,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-2,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-1,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
0,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
1,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
2,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
3,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
4,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
5,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
6,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
7,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
8,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
9,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
10,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
11,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
12,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
13,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
14,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
15,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
16,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
17,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
18,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
19,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
20,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
21,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
22,4,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-22,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-21,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-20,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-19,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-18,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-17,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-16,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-15,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-14,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-13,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-12,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-11,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-10,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-9,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-8,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-7,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-6,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-5,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-4,5,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-3,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-2,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-1,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
0,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
1,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
2,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
3,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
4,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
5,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
6,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
7,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
8,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
9,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
10,5,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
11,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
12,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
13,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
14,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
15,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
16,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
17,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
18,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
19,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
20,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
21,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
22,5,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-22,6,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-21,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-20,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-19,6,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-18,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-17,6,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-16,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-15,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-14,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-13,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-12,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-11,6,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-10,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-9,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-8,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-7,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-6,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-5,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-4,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-3,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-2,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-1,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
0,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
1,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
2,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
3,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
4,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
5,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
6,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
7,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
8,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
9,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
10,6,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
11,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
12,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
13,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
14,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
15,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
16,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
17,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
18,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
19,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
20,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
21,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
22,6,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-22,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-21,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-20,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-19,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-18,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-17,7,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-16,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-15,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-14,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-13,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-12,7,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
-11,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-10,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-9,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-8,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-7,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-6,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-5,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-4,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-3,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-2,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
-1,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
0,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
1,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
2,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
3,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
4,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
5,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
6,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
7,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
8,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
9,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
10,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
11,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
12,7,2,20,P01,PILOT-LOT-001,"Widget, Mark II","Failed spec, re-test pending"
13,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
14,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
15,7,1,10,P01,PILOT-LOT-001,"Widget, Mark II",
