lot,wafer,x,y,hbin,sbin,testdate,temp,testA,testB,testC
LOT123,W03,-5,-7,1,10,2026-04-23,25,0.974,0.521,61.053
LOT123,W03,-5,-6,1,10,2026-04-23,25,1.006,0.525,49.721
LOT123,W03,-5,-5,1,10,2026-04-23,25,1.211,0.507,43.104
LOT123,W03,-5,-4,3,40,2026-04-23,25,1.216,0.496,25.245
LOT123,W03,-5,-3,1,10,2026-04-23,25,1.147,0.487,29.513
LOT123,W03,-5,-2,2,20,2026-04-23,25,1.259,0.479,18.25
LOT123,W03,-5,-1,1,10,2026-04-23,25,1.293,0.473,22.017
LOT123,W03,-5,0,1,10,2026-04-23,25,1.342,0.482,16.66
LOT123,W03,-5,1,1,10,2026-04-23,25,1.291,0.478,18.061
LOT123,W03,-5,2,1,10,2026-04-23,25,1.301,0.495,23.348
LOT123,W03,-5,3,1,10,2026-04-23,25,1.219,0.491,25.401
LOT123,W03,-5,4,1,10,2026-04-23,25,1.127,0.492,32.58
LOT123,W03,-5,5,4,45,2026-04-23,25,1.065,0.506,41.301
LOT123,W03,-5,6,1,10,2026-04-23,25,1.009,0.518,41.005
LOT123,W03,-5,7,1,10,2026-04-23,25,1.051,0.517,54.413
LOT123,W03,-4,-7,1,10,2026-04-23,25,1.108,0.535,61.389
LOT123,W03,-4,-6,1,10,2026-04-23,25,1.118,0.53,47.375
LOT123,W03,-4,-5,1,10,2026-04-23,25,1.23,0.513,30.953
LOT123,W03,-4,-4,1,10,2026-04-23,25,1.281,0.503,27.115
LOT123,W03,-4,-3,1,10,2026-04-23,25,1.281,0.504,25.156
LOT123,W03,-4,-2,1,10,2026-04-23,25,1.372,0.482,15.128
LOT123,W03,-4,-1,1,10,2026-04-23,25,1.238,0.466,15.075
LOT123,W03,-4,0,1,10,2026-04-23,25,1.393,0.47,13.661
LOT123,W03,-4,1,1,10,2026-04-23,25,1.255,0.468,15.853
LOT123,W03,-4,2,1,10,2026-04-23,25,1.331,0.481,15.322
LOT123,W03,-4,3,1,10,2026-04-23,25,1.264,0.505,22.47
LOT123,W03,-4,4,2,20,2026-04-23,25,1.141,0.491,23.803
LOT123,W03,-4,5,2,20,2026-04-23,25,1.212,0.507,38.232
LOT123,W03,-4,6,1,10,2026-04-23,25,1.16,0.525,43.781
LOT123,W03,-4,7,1,10,2026-04-23,25,1.106,0.524,53.432
LOT123,W03,-3,-8,1,10,2026-04-23,25,0.918,0.526,70.051
LOT123,W03,-3,-7,2,20,2026-04-23,25,1.032,0.522,56.615
LOT123,W03,-3,-6,1,10,2026-04-23,25,1.126,0.516,35.766
LOT123,W03,-3,-5,1,10,2026-04-23,25,1.179,0.499,31.518
LOT123,W03,-3,-4,2,20,2026-04-23,25,1.167,0.502,21.942
LOT123,W03,-3,-3,1,10,2026-04-23,25,1.259,0.493,23.681
LOT123,W03,-3,-2,1,10,2026-04-23,25,1.368,0.491,19.382
LOT123,W03,-3,-1,1,10,2026-04-23,25,1.298,0.476,12.918
LOT123,W03,-3,0,1,10,2026-04-23,25,1.387,0.463,15.081
LOT123,W03,-3,1,1,10,2026-04-23,25,1.35,0.476,12.751
LOT123,W03,-3,2,1,10,2026-04-23,25,1.276,0.481,17.563
LOT123,W03,-3,3,1,10,2026-04-23,25,1.211,0.5,20.571
LOT123,W03,-3,4,1,10,2026-04-23,25,1.259,0.509,21.253
LOT123,W03,-3,5,1,10,2026-04-23,25,1.229,0.506,37.067
LOT123,W03,-3,6,1,10,2026-04-23,25,1.085,0.502,38.305
LOT123,W03,-3,7,1,10,2026-04-23,25,1.1,0.516,40.954
LOT123,W03,-3,8,1,10,2026-04-23,25,0.965,0.536,57.054
LOT123,W03,-2,-8,1,10,2026-04-23,25,0.932,0.544,70.381
LOT123,W03,-2,-7,3,40,2026-04-23,25,1.107,0.536,49.944
LOT123,W03,-2,-6,1,10,2026-04-23,25,1.176,0.513,37.992
LOT123,W03,-2,-5,4,45,2026-04-23,25,1.092,0.495,26.906
LOT123,W03,-2,-4,1,10,2026-04-23,25,1.295,0.483,19.293
LOT123,W03,-2,-3,1,10,2026-04-23,25,1.22,0.488,17.307
LOT123,W03,-2,-2,1,10,2026-04-23,25,1.414,0.468,13.712
LOT123,W03,-2,-1,1,10,2026-04-23,25,1.357,0.461,11.01
LOT123,W03,-2,0,1,10,2026-04-23,25,1.434,0.466,10.212
LOT123,W03,-2,1,1,10,2026-04-23,25,1.473,0.458,11.085
LOT123,W03,-2,2,1,10,2026-04-23,25,1.383,0.478,14.457
LOT123,W03,-2,3,1,10,2026-04-23,25,1.349,0.494,20.092
LOT123,W03,-2,4,1,10,2026-04-23,25,1.169,0.502,26.48
LOT123,W03,-2,5,1,10,2026-04-23,25,1.259,0.506,27.762
LOT123,W03,-2,6,1,10,2026-04-23,25,1.124,0.517,30.759
LOT123,W03,-2,7,1,10,2026-04-23,25,1.088,0.518,53.494
LOT123,W03,-2,8,1,10,2026-04-23,25,0.932,0.539,62.485
LOT123,W03,-1,-8,1,10,2026-04-23,25,1.02,0.536,58.047
LOT123,W03,-1,-7,1,10,2026-04-23,25,1.004,0.526,56.407
LOT123,W03,-1,-6,2,20,2026-04-23,25,1.12,0.513,34.376
LOT123,W03,-1,-5,1,10,2026-04-23,25,1.224,0.513,30.132
LOT123,W03,-1,-4,4,45,2026-04-23,25,1.269,0.497,23.157
LOT123,W03,-1,-3,1,10,2026-04-23,25,1.291,0.472,15.577
LOT123,W03,-1,-2,1,10,2026-04-23,25,1.346,0.471,14.344
LOT123,W03,-1,-1,1,10,2026-04-23,25,1.445,0.449,10.869
LOT123,W03,-1,0,1,10,2026-04-23,25,1.483,0.462,8.715
LOT123,W03,-1,1,1,10,2026-04-23,25,1.489,0.45,12.526
LOT123,W03,-1,2,1,10,2026-04-23,25,1.432,0.47,14.731
LOT123,W03,-1,3,1,10,2026-04-23,25,1.259,0.468,16.031
LOT123,W03,-1,4,1,10,2026-04-23,25,1.242,0.479,23.867
LOT123,W03,-1,5,1,10,2026-04-23,25,1.246,0.493,26.641
LOT123,W03,-1,6,1,10,2026-04-23,25,1.1,0.512,33.935
LOT123,W03,-1,7,1,10,2026-04-23,25,1.031,0.526,50.506
LOT123,W03,-1,8,1,10,2026-04-23,25,0.942,0.518,63.666
LOT123,W03,0,-8,1,10,2026-04-23,25,0.959,0.539,58.583
LOT123,W03,0,-7,1,10,2026-04-23,25,1.019,0.508,55.303
LOT123,W03,0,-6,1,10,2026-04-23,25,1.176,0.506,37.708
LOT123,W03,0,-5,1,10,2026-04-23,25,1.266,0.51,25.878
LOT123,W03,0,-4,1,10,2026-04-23,25,1.261,0.495,21.967
LOT123,W03,0,-3,1,10,2026-04-23,25,1.322,0.479,19.148
LOT123,W03,0,-2,3,40,2026-04-23,25,1.296,0.463,15.739
LOT123,W03,0,-1,1,10,2026-04-23,25,1.481,0.448,11.08
LOT123,W03,0,0,1,10,2026-04-23,25,1.454,0.439,6.651
LOT123,W03,0,1,1,10,2026-04-23,25,1.399,0.471,12.138
LOT123,W03,0,2,1,10,2026-04-23,25,1.41,0.457,15.82
LOT123,W03,0,3,1,10,2026-04-23,25,1.279,0.486,16.452
LOT123,W03,0,4,1,10,2026-04-23,25,1.299,0.491,22.993
LOT123,W03,0,5,1,10,2026-04-23,25,1.235,0.491,24.421
LOT123,W03,0,6,1,10,2026-04-23,25,1.069,0.498,41.816
LOT123,W03,0,7,1,10,2026-04-23,25,1.133,0.529,41.709
LOT123,W03,0,8,1,10,2026-04-23,25,0.98,0.542,59.507
LOT123,W03,1,-8,1,10,2026-04-23,25,0.914,0.523,54.223
LOT123,W03,1,-7,1,10,2026-04-23,25,1.125,0.509,52.408
LOT123,W03,1,-6,1,10,2026-04-23,25,1.03,0.51,40.47
LOT123,W03,1,-5,1,10,2026-04-23,25,1.1,0.504,30.357
LOT123,W03,1,-4,1,10,2026-04-23,25,1.19,0.494,20.172
LOT123,W03,1,-3,1,10,2026-04-23,25,1.339,0.493,18.7
LOT123,W03,1,-2,1,10,2026-04-23,25,1.278,0.475,11.767
LOT123,W03,1,-1,1,10,2026-04-23,25,1.456,0.468,10.672
LOT123,W03,1,0,1,10,2026-04-23,25,1.438,0.467,11.026
LOT123,W03,1,1,3,40,2026-04-23,25,1.348,0.463,12.779
LOT123,W03,1,2,4,45,2026-04-23,25,1.287,0.47,14.933
LOT123,W03,1,3,1,10,2026-04-23,25,1.35,0.483,20.484
LOT123,W03,1,4,1,10,2026-04-23,25,1.185,0.49,23.729
LOT123,W03,1,5,1,10,2026-04-23,25,1.111,0.497,32.856
LOT123,W03,1,6,1,10,2026-04-23,25,1.038,0.501,29.4
LOT123,W03,1,7,1,10,2026-04-23,25,1.13,0.519,48.316
LOT123,W03,1,8,1,10,2026-04-23,25,1.034,0.518,59.492
LOT123,W03,2,-8,1,10,2026-04-23,25,0.963,0.526,59.654
LOT123,W03,2,-7,1,10,2026-04-23,25,0.994,0.531,49.117
LOT123,W03,2,-6,1,10,2026-04-23,25,1.036,0.506,36.201
LOT123,W03,2,-5,4,45,2026-04-23,25,1.137,0.507,33.091
LOT123,W03,2,-4,1,10,2026-04-23,25,1.312,0.494,20.135
LOT123,W03,2,-3,1,10,2026-04-23,25,1.357,0.49,16.044
LOT123,W03,2,-2,4,45,2026-04-23,25,1.328,0.488,15.356
LOT123,W03,2,-1,1,10,2026-04-23,25,1.343,0.454,14.57
LOT123,W03,2,0,1,10,2026-04-23,25,1.339,0.475,11.7
LOT123,W03,2,1,1,10,2026-04-23,25,1.358,0.471,11.078
LOT123,W03,2,2,1,10,2026-04-23,25,1.39,0.468,14.606
LOT123,W03,2,3,1,10,2026-04-23,25,1.212,0.485,18.176
LOT123,W03,2,4,1,10,2026-04-23,25,1.258,0.489,19.535
LOT123,W03,2,5,1,10,2026-04-23,25,1.177,0.506,29.726
LOT123,W03,2,6,1,10,2026-04-23,25,1.12,0.526,31.127
LOT123,W03,2,7,3,40,2026-04-23,25,1.058,0.519,50.68
LOT123,W03,2,8,1,10,2026-04-23,25,0.988,0.528,70.114
LOT123,W03,3,-8,3,40,2026-04-23,25,1.007,0.523,74.636
LOT123,W03,3,-7,1,10,2026-04-23,25,1.056,0.521,47.566
LOT123,W03,3,-6,1,10,2026-04-23,25,1.177,0.504,36.605
LOT123,W03,3,-5,1,10,2026-04-23,25,1.107,0.494,32.359
LOT123,W03,3,-4,1,10,2026-04-23,25,1.139,0.501,24.799
LOT123,W03,3,-3,1,10,2026-04-23,25,1.188,0.473,20.773
LOT123,W03,3,-2,1,10,2026-04-23,25,1.381,0.492,18.72
LOT123,W03,3,-1,1,10,2026-04-23,25,1.381,0.485,12.642
LOT123,W03,3,0,1,10,2026-04-23,25,1.392,0.465,15.247
LOT123,W03,3,1,1,10,2026-04-23,25,1.362,0.462,12.595
LOT123,W03,3,2,1,10,2026-04-23,25,1.407,0.48,14.562
LOT123,W03,3,3,1,10,2026-04-23,25,1.333,0.477,20.946
LOT123,W03,3,4,1,10,2026-04-23,25,1.146,0.482,27.384
LOT123,W03,3,5,1,10,2026-04-23,25,1.162,0.502,31.107
LOT123,W03,3,6,1,10,2026-04-23,25,1.051,0.506,39.33
LOT123,W03,3,7,1,10,2026-04-23,25,1.03,0.535,46.06
LOT123,W03,3,8,1,10,2026-04-23,25,0.923,0.532,61.799
LOT123,W03,4,-7,1,10,2026-04-23,25,0.952,0.538,48.191
LOT123,W03,4,-6,1,10,2026-04-23,25,1.045,0.512,38.74
LOT123,W03,4,-5,1,10,2026-04-23,25,1.075,0.522,38.005
LOT123,W03,4,-4,1,10,2026-04-23,25,1.177,0.496,31.319
LOT123,W03,4,-3,1,10,2026-04-23,25,1.166,0.481,25.059
LOT123,W03,4,-2,1,10,2026-04-23,25,1.314,0.476,17.5
LOT123,W03,4,-1,1,10,2026-04-23,25,1.315,0.481,19.262
LOT123,W03,4,0,1,10,2026-04-23,25,1.321,0.478,15.402
LOT123,W03,4,1,2,20,2026-04-23,25,1.241,0.478,17.805
LOT123,W03,4,2,1,10,2026-04-23,25,1.372,0.491,16.479
LOT123,W03,4,3,1,10,2026-04-23,25,1.331,0.479,24.404
LOT123,W03,4,4,1,10,2026-04-23,25,1.249,0.502,25.97
LOT123,W03,4,5,2,20,2026-04-23,25,1.21,0.504,33.522
LOT123,W03,4,6,1,10,2026-04-23,25,1.156,0.507,48.523
LOT123,W03,4,7,1,10,2026-04-23,25,1.108,0.54,47.543
LOT123,W03,5,-7,3,40,2026-04-23,25,1.001,0.521,58.056
LOT123,W03,5,-6,1,10,2026-04-23,25,1.13,0.518,53.824
LOT123,W03,5,-5,3,40,2026-04-23,25,1.045,0.522,42.196
LOT123,W03,5,-4,2,20,2026-04-23,25,1.244,0.508,28.776
LOT123,W03,5,-3,1,10,2026-04-23,25,1.301,0.483,20.061
LOT123,W03,5,-2,2,20,2026-04-23,25,1.174,0.486,20.799
LOT123,W03,5,-1,1,10,2026-04-23,25,1.239,0.479,19.667
LOT123,W03,5,0,2,20,2026-04-23,25,1.334,0.473,21.738
LOT123,W03,5,1,1,10,2026-04-23,25,1.288,0.472,15.735
LOT123,W03,5,2,1,10,2026-04-23,25,1.327,0.497,21.477
LOT123,W03,5,3,1,10,2026-04-23,25,1.204,0.509,24.901
LOT123,W03,5,4,1,10,2026-04-23,25,1.227,0.509,32.008
LOT123,W03,5,5,1,10,2026-04-23,25,1.163,0.519,38.136
LOT123,W03,5,6,1,10,2026-04-23,25,1.116,0.511,40.358
LOT123,W03,5,7,1,10,2026-04-23,25,0.993,0.516,63.803
LOT123,W03,6,-7,1,10,2026-04-23,25,0.956,0.546,50.83
LOT123,W03,6,-6,1,10,2026-04-23,25,1.083,0.512,48.198
LOT123,W03,6,-5,1,10,2026-04-23,25,1.019,0.512,43.446
LOT123,W03,6,-4,1,10,2026-04-23,25,1.15,0.496,30.837
LOT123,W03,6,-3,1,10,2026-04-23,25,1.176,0.501,22.795
LOT123,W03,6,-2,1,10,2026-04-23,25,1.15,0.484,22.726
LOT123,W03,6,-1,1,10,2026-04-23,25,1.215,0.503,23.555
LOT123,W03,6,0,1,10,2026-04-23,25,1.331,0.481,24.425
LOT123,W03,6,1,1,10,2026-04-23,25,1.159,0.479,26.107
LOT123,W03,6,2,1,10,2026-04-23,25,1.234,0.496,28.07
LOT123,W03,6,3,1,10,2026-04-23,25,1.187,0.507,31.218
LOT123,W03,6,4,1,10,2026-04-23,25,1.231,0.511,36.106
LOT123,W03,6,5,2,20,2026-04-23,25,1.16,0.509,36.247
LOT123,W03,6,6,1,10,2026-04-23,25,1.12,0.524,48.043
LOT123,W03,6,7,1,10,2026-04-23,25,0.952,0.541,56.522
LOT123,W03,7,-6,4,45,2026-04-23,25,1.004,0.514,57.373
LOT123,W03,7,-5,1,10,2026-04-23,25,1.054,0.51,36.586
LOT123,W03,7,-4,1,10,2026-04-23,25,1.157,0.521,39.719
LOT123,W03,7,-3,1,10,2026-04-23,25,1.091,0.504,30.416
LOT123,W03,7,-2,1,10,2026-04-23,25,1.092,0.502,26.801
LOT123,W03,7,-1,4,45,2026-04-23,25,1.229,0.493,25.425
LOT123,W03,7,0,1,10,2026-04-23,25,1.249,0.507,26.288
LOT123,W03,7,1,1,10,2026-04-23,25,1.154,0.491,23.341
LOT123,W03,7,2,1,10,2026-04-23,25,1.166,0.51,23.277
LOT123,W03,7,3,1,10,2026-04-23,25,1.123,0.518,35.251
LOT123,W03,7,4,2,20,2026-04-23,25,1.112,0.507,39.254
LOT123,W03,7,5,1,10,2026-04-23,25,1.043,0.525,44.601
LOT123,W03,7,6,1,10,2026-04-23,25,1.083,0.52,52.644
LOT123,W03,8,-6,1,10,2026-04-23,25,0.942,0.533,52.959
LOT123,W03,8,-5,1,10,2026-04-23,25,1.018,0.524,54.945
LOT123,W03,8,-4,1,10,2026-04-23,25,1.103,0.528,42.72
LOT123,W03,8,-3,2,20,2026-04-23,25,1.062,0.502,43.175
LOT123,W03,8,-2,2,20,2026-04-23,25,1.164,0.519,28.367
LOT123,W03,8,-1,1,10,2026-04-23,25,1.182,0.514,31.301
LOT123,W03,8,0,1,10,2026-04-23,25,1.077,0.516,36.496
LOT123,W03,8,1,1,10,2026-04-23,25,1.094,0.516,26.288
LOT123,W03,8,2,1,10,2026-04-23,25,1.066,0.509,30.028
LOT123,W03,8,3,1,10,2026-04-23,25,1.154,0.526,31.02
LOT123,W03,8,4,2,20,2026-04-23,25,0.99,0.528,42.914
LOT123,W03,8,5,1,10,2026-04-23,25,1.118,0.531,52.302
LOT123,W03,8,6,1,10,2026-04-23,25,1.004,0.534,55.082
LOT123,W03,9,-5,2,20,2026-04-23,25,1.04,0.53,53.26
LOT123,W03,9,-4,4,45,2026-04-23,25,1.048,0.533,40.548
LOT123,W03,9,-3,1,10,2026-04-23,25,0.992,0.508,41.965
LOT123,W03,9,-2,1,10,2026-04-23,25,1.146,0.519,40.007
LOT123,W03,9,-1,1,10,2026-04-23,25,1.155,0.523,41.856
LOT123,W03,9,0,2,20,2026-04-23,25,1.187,0.503,34.402
LOT123,W03,9,1,1,10,2026-04-23,25,1.154,0.513,41.251
LOT123,W03,9,2,1,10,2026-04-23,25,1.082,0.528,34.411
LOT123,W03,9,3,1,10,2026-04-23,25,1.081,0.526,48.251
LOT123,W03,9,4,2,20,2026-04-23,25,1.111,0.51,43.437
LOT123,W03,9,5,2,20,2026-04-23,25,0.99,0.526,47.595
LOT123,W03,10,-5,1,10,2026-04-23,25,0.957,0.542,76.464
LOT123,W03,10,-4,2,20,2026-04-23,25,1.058,0.519,63.2
LOT123,W03,10,-3,1,10,2026-04-23,25,1.077,0.52,40.903
LOT123,W03,10,-2,1,10,2026-04-23,25,1.0,0.513,54.74
LOT123,W03,10,-1,1,10,2026-04-23,25,1.112,0.505,41.696
LOT123,W03,10,0,1,10,2026-04-23,25,1.099,0.525,34.833
LOT123,W03,10,1,1,10,2026-04-23,25,1.043,0.521,45.197
LOT123,W03,10,2,1,10,2026-04-23,25,1.033,0.51,55.432
LOT123,W03,10,3,1,10,2026-04-23,25,1.022,0.515,55.419
LOT123,W03,10,4,1,10,2026-04-23,25,0.93,0.524,57.571
LOT123,W03,10,5,1,10,2026-04-23,25,1.048,0.542,61.427
LOT123,W03,11,-3,3,40,2026-04-23,25,0.948,0.543,62.877
LOT123,W03,11,-2,1,10,2026-04-23,25,1.016,0.514,45.95
LOT123,W03,11,-1,1,10,2026-04-23,25,0.994,0.517,48.701
LOT123,W03,11,0,1,10,2026-04-23,25,1.123,0.534,55.441
LOT123,W03,11,1,1,10,2026-04-23,25,1.03,0.513,41.471
LOT123,W03,11,2,2,20,2026-04-23,25,0.98,0.538,53.323
LOT123,W03,11,3,2,20,2026-04-23,25,1.038,0.538,68.796
LOT123,W03,12,-2,1,10,2026-04-23,25,1.012,0.532,62.752
LOT123,W03,12,-1,3,40,2026-04-23,25,0.989,0.546,54.144
LOT123,W03,12,0,4,45,2026-04-23,25,0.96,0.546,71.387
LOT123,W03,12,1,1,10,2026-04-23,25,0.983,0.525,62.867
LOT123,W03,12,2,4,45,2026-04-23,25,0.989,0.537,68.225
